Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,nn
Scytalopus parkeri,Chusquea Tapaculo,chutap2,203698771,FALSE,Bambustapakulo
Scytalopus magellanicus,Magellanic Tapaculo,magtap1,473508361,FALSE,
Scytalopus griseicollis,Matorral Tapaculo,mattap1,146761491,FALSE,
Scytalopus altirostris,Neblina Tapaculo,nebtap1,564643281,FALSE,
Scytalopus affinis,Ancash Tapaculo,anctap1,514410271,FALSE,Ancashtapakulo
Scytalopus urubambae,Vilcabamba Tapaculo,viltap1,173987,FALSE,Vilcabambatapakulo
Scytalopus simonsi,Puna Tapaculo,puntap1,308451,FALSE,Punatapakulo
Scytalopus zimmeri,Zimmer's Tapaculo,zimtap1,189505,FALSE,Tarijatapakulo
Scytalopus acutirostris,Tschudi's Tapaculo,tsctap1,203889451,FALSE,Skifertapakulo
Scytalopus superciliaris,White-browed Tapaculo,whbtap2,129364,FALSE,Kvitbryntapakulo
Scytalopus fuscus,Dusky Tapaculo,dustap1,431591881,FALSE,Kokstapakulo
Scytalopus opacus,Paramo Tapaculo,partap2,135905,FALSE,
Scytalopus canus,Paramillo Tapaculo,partap1,430264481,FALSE,
Scytalopus schulenbergi,Diademed Tapaculo,diatap1,65362,FALSE,Diademtapakulo
Dendrocolaptes hoffmannsi,Hoffmann's Woodcreeper,hofwoo2,620204166,FALSE,Rustkronetreløpar
Dendrocolaptes picumnus,Black-banded Woodcreeper,blbwoo1,639880593,FALSE,Strekbuktreløpar
Dendrocolaptes platyrostris,Planalto Woodcreeper,plawoo1,539471071,FALSE,Planaltotreløpar
Hylexetastes perrotii,Red-billed Woodcreeper,rebwoo1,223376861,FALSE,
Hylexetastes stresemanni,Bar-bellied Woodcreeper,babwoo1,21650881,FALSE,Vatrebuktreløpar
Xiphocolaptes albicollis,White-throated Woodcreeper,whtwoo1,366913621,FALSE,
Xiphocolaptes promeropirhyncus,Strong-billed Woodcreeper,stbwoo1,420518021,FALSE,
Xiphocolaptes falcirostris,Moustached Woodcreeper,mouwoo1,627902358,FALSE,
Xiphocolaptes major,Great Rufous Woodcreeper,grrwoo1,261125891,FALSE,Stortreløpar
Xiphorhynchus obsoletus,Striped Woodcreeper,strwoo2,88457,FALSE,Stripetreløpar
Xiphorhynchus atlanticus,Atlantic Woodcreeper,leswoo4,127876,FALSE,
Xiphorhynchus fuscus,Lesser Woodcreeper,leswoo2,350211661,FALSE,
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,chrwoo1,382587501,FALSE,Guyanatreløpar
Xiphorhynchus ocellatus,Ocellated Woodcreeper,ocewoo1,49405081,FALSE,Dråpetreløpar
Xiphorhynchus beauperthuysii,Line-crowned Woodcreeper,,,FALSE,
Xiphorhynchus chunchotambo,Tschudi's Woodcreeper,,,FALSE,
Xiphorhynchus elegans,Elegant Woodcreeper,elewoo1,203932041,FALSE,
Xiphorhynchus spixii,Spix's Woodcreeper,spiwoo1,115123,FALSE,
Xiphorhynchus susurrans,Cocoa Woodcreeper,cocwoo1,215478,FALSE,Kakaotreløpar
Xiphorhynchus guttatus,Buff-throated Woodcreeper,butwoo1,203955441,FALSE,
Xiphorhynchus guttatoides,Lafresnaye's Woodcreeper,,,FALSE,
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,ivbwoo1,157497571,FALSE,Elfenbeinstreløpar
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,blswoo1,215421,FALSE,Perletreløpar
Xiphorhynchus erythropygius,Northern Spotted Woodcreeper,spowoo1,25305971,FALSE,Flekktreløpar
Xiphorhynchus aequatorialis,Southern Spotted Woodcreeper,,,FALSE,
Xiphorhynchus triangularis,Olive-backed Woodcreeper,olbwoo1,365838851,FALSE,Olivenryggtreløpar
Xiphorhynchus picus,Straight-billed Woodcreeper,stbwoo2,65444,FALSE,
Xiphorhynchus kienerii,Zimmer's Woodcreeper,zimwoo2,528123241,FALSE,Varzeatreløpar
Campylorhamphus falcularius,Black-billed Scythebill,blbscy1,22124,FALSE,Svartbogetreløpar
Campylorhamphus pusillus,Brown-billed Scythebill,brbscy1,32741081,FALSE,Brunbogetreløpar
Campylorhamphus trochilirostris,Red-billed Scythebill,rebscy1,309084371,TRUE,
Campylorhamphus procurvoides,Curve-billed Scythebill,cubscy1,388775201,FALSE,
Campylorhamphus probatus,Tapajos Scythebill,tapscy2,127723,FALSE,
Campylorhamphus multostriatus,Xingu Scythebill,cubscy5,203914801,FALSE,
Campylorhamphus pucherani,Greater Scythebill,grescy1,632640579,FALSE,Storbogetreløpar
Drymornis bridgesii,Scimitar-billed Woodcreeper,scbwoo4,217330,FALSE,Sabeltreløpar
Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,nabwoo1,216216,FALSE,Kvitbryntreløpar
Lepidocolaptes albolineatus,Lineated Woodcreeper,linwoo3,635458006,FALSE,
Lepidocolaptes duidae,Duida Woodcreeper,linwoo4,323175921,FALSE,Duidatreløpar
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,ducwoo1,299932141,FALSE,
Lepidocolaptes fatimalimae,Inambari Woodcreeper,inawoo1,502435691,FALSE,Inambaritreløpar
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,sthwoo1,21543,FALSE,Stripehovudtreløpar
Lepidocolaptes squamatus,Scaled Woodcreeper,scawoo1,23781,FALSE,
Lepidocolaptes falcinellus,Scalloped Woodcreeper,scawoo2,71674481,FALSE,Paranátreløpar
Lepidocolaptes lacrymiger,Montane Woodcreeper,monwoo1,308529601,FALSE,Tåretreløpar
Lepidocolaptes leucogaster,White-striped Woodcreeper,whswoo1,109135,FALSE,Marmortreløpar
Lepidocolaptes affinis,Northern Spot-crowned Woodcreeper,spcwoo1,205595,FALSE,
Lepidocolaptes neglectus,Southern Spot-crowned Woodcreeper,,,FALSE,
Xenops genibarbis,Plain Xenops,plaxen3,127938,FALSE,
Xenops minutus,White-throated Xenops,plaxen4,57918,FALSE,
Xenops rutilans,Streaked Xenops,strxen1,615305525,FALSE,Stripemeiskrypar
Xenops tenuirostris,Slender-billed Xenops,slbxen1,191952461,FALSE,Smalnebbmeiskrypar
Berlepschia rikeri,Palmcreeper,potpal1,203957211,FALSE,Palmekrypar
Microxenops milleri,Rufous-tailed Xenops,rutxen1,70877611,FALSE,Rusthalemeiskrypar
Pygarrhichas albogularis,White-throated Treerunner,whttre2,290924531,FALSE,Kvitbryststammeløpar
Ochetorhynchus andaecola,Rock Earthcreeper,rocear1,189518,FALSE,Steinmarkløpar
Ochetorhynchus melanurus,Crag Chilia,crachi1,482876661,FALSE,Klippeløpar
Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,stbear2,556355241,FALSE,Ravinemarkløpar
Ochetorhynchus phoenicurus,Band-thailed Earthcreeper,batear1,70892941,FALSE,Mørkhalemarkløpar
Pseudocolaptes lawrencii,Buffy Tuftedcheek,buftuf1,46235861,FALSE,
Pseudocolaptes johnsoni,Pacific Tuftedcheek,buftuf3,493521141,FALSE,
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,strtuf1,21937,FALSE,
Premnornis guttuliger,Rusty-winged Barbtail,ruwbar1,575601861,FALSE,Rustvengpiggstjert
Tarphonomus harterti,Bolivian Earthcreeper,bolear1,52533,FALSE,Boliviamarkløpar
Tarphonomus certhioides,Chaco Earthcreeper,chaear1,52553,FALSE,
Furnarius torridus,Pale-billed Hornero,pabhor2,30818,FALSE,
Furnarius figulus,Wing-banded Hornero,wibhor1,380089271,FALSE,Svarttippomnfugl
Furnarius leucopus,Pale-legged Hornero,palhor3,84912,FALSE,
Furnarius longirostris,Caribbean Hornero,palhor5,204008421,FALSE,
Furnarius cinnamomeus,Pacific Hornero,palhor4,104688911,FALSE,
Furnarius minor,Lesser Hornero,leshor1,608478276,FALSE,Småomnfugl
Furnarius rufus,Rufous Hornero,rufhor2,82661,TRUE,Haciendaomnfugl
FORMICARIIDAE,Ground-antbirds,,,FALSE,
Formicarius colma,Rufous-capped Antthrush,rucant2,203932021,FALSE,Raudkronemaurrikse
Formicarius moniliger,Mayan Antthrush,bkfant2,448767961,FALSE,
Formicarius analis,Black-faced Antthrush,blfant1,138124951,FALSE,
Formicarius rufifrons,Rufous-fronted Antthrush,rufant3,76040,FALSE,Glopannemaurrikse
Formicarius nigricapillus,Black-headed Antthrush,bkhant7,450484661,FALSE,Sotmaurrikse
Formicarius rufipectus,Rufous-breasted Antthrush,rubant1,448383841,FALSE,Raudbrystmaurrikse
Chamaeza campanisona,Short-tailed Anttrush,shtant1,17831,FALSE,Kvittippmaurrikse
Chamaeza nobilis,Striated Anttrush,strant3,203934021,FALSE,Stormaurrikse
Chamaeza meruloides,Cryptic Anttrush,sucant1,203888731,FALSE,Bleikbrystmaurrikse
Chamaeza turdina,Scalloped Anttrush,schant1,242013601,FALSE,
Chamaeza ruficauda,Rufous-tailed Anttrush,rutant2,19943,FALSE,
Chamaeza mollissima,Barred Anttrush,barant2,107141,FALSE,Nettingmaurrikse
FURNARIIDAE,Ovenbirds,,,FALSE,
Sclerurus mexicanus,Tawny-throated Leaftosser,tatlea1,574406861,FALSE,
Sclerurus rufigularis,Short-billed Leaftosser,shblea1,228176,FALSE,Kortnebblauvvendar
Sclerurus guatemalensis,Scaly-throated Leaftosser,sctlea1,239957561,FALSE,Skjelstrupelauvvendar
Sclerurus caudacutus,Black-tailed Leaftosser,bltlea1,203932061,FALSE,Sepialauvvendar
Sclerurus albigularis,Grey-throated Leaftosser,grtlea1,502342301,FALSE,Gråstrupelauvvendar
Sclerurus scansor,Rufous-breasted Leaftosser,rublea1,231701421,FALSE,Rustbrystlauvvendar
Sclerurus cearensis,Ceara Leaftosser,,,FALSE,
Geositta peruviana,Coastal Miner,coamin1,70785351,FALSE,Kysttunnelfugl
Geositta tenuirostris,Slender-billed Miner,slbmin1,203696191,FALSE,Langnebbtunnelfugl
Geositta cunicularia,Common Miner,commin1,470064951,FALSE,Patagoniatunnelfugl
Geositta punensis,Puna Miner,punmin1,210383,FALSE,Punatunnelfugl
Geositta poeciloptera,Campo Miner,cammin2,203695971,FALSE,Campostunnelfugl
Geositta crassirostris,Thick-billed Miner,thbmin1,628360153,FALSE,Tjukknebbtunnelfugl
Geositta rufipennis,Rufous-banded Miner,rubmin1,86545,FALSE,Rustvengtunnelfugl
Geositta maritima,Greyish Miner,gramin1,525241181,FALSE,Gråtunnelfugl
Geositta antarctica,Short-billed Miner,shbmin1,70804161,FALSE,Kortnebbtunnelfugl
Geositta saxicolina,Dark-winged Miner,dawmin1,31746711,FALSE,Mørkvengtunnelfugl
Geositta isabellina,Creamy-rumped Miner,crrmin1,615677647,FALSE,Isabellatunnelfugl
Certhiasomus stictolaemus,Spot-throated Woodcreeper,sptwoo1,49501711,FALSE,Flekkstrupetreløpar
Deconychura typica,Little Long-tailed Woodcreeper,lotwoo3,546620811,FALSE,
Deconychura longicauda,Long-tailed Woodcreeper,lotwoo4,631761193,FALSE,
Deconychura pallida,Southern Long-tailed Woodcreeper,lotwoo5,115136,FALSE,
Sittasomus griseus,Western Olivaceous Woodcreeper,,,FALSE,
Sittasomus griseicapillus,Eastern Olivaceous Woodcreeper,oliwoo1,65713,FALSE,Gråhovudtreløpar
Dendrocincla tyrannina,Tyrannine Woodcreeper,tyrwoo1,484172621,FALSE,Tyranntreløpar
Dendrocincla merula,White-chinned Woodcreeper,whcwoo1,388637371,FALSE,Kvithaketreløpar
Dendrocincla homochroa,Ruddy Woodcreeper,rudwoo1,566096551,FALSE,Rusttreløpar
Dendrocincla anabatina,Tawny-winged Woodcreeper,tawwoo1,22035221,FALSE,Okervengtreløpar
Dendrocincla fuliginosa,Plain-brown Woodcreeper,plbwoo1,270370,FALSE,
Dendrocincla turdina,Plain-winged Woodcreeper,plwwoo1,22030,FALSE,Trastetreløpar
Glyphorhynchus spirurus,Wedge-billed Woodcreeper,webwoo1,384643061,FALSE,Kilenebbtreløpar
Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,citwoo1,306728221,FALSE,Bleiknebbtreløpar
Nasica longirostris,Long-billed Woodcreeper,lobwoo1,203899721,FALSE,Langnebbtreløpar
Dendrocolaptes sanctithomae,Western Barred Woodcreeper,nobwoo1,203938691,FALSE,Nordvatretreløpar
Dendrocolaptes punctipectus,Eastern Barred Woodcreeper,,,FALSE,
Dendrocolaptes certhia,Amazonian Barred Woodcreeper,amabaw1,125391461,FALSE,
Furnarius cristatus,Crested Hornero,crehor1,213864,FALSE,Toppomnfugl
Lochmias nematura,Streamcreeper,shtstr1,237374131,FALSE,Straumkrypar
Phleocryptes melanops,Wren-like Rushbird,wrlrus1,389125261,FALSE,Sivkrypar
Limnornis curvirostris,Curve-billed Reedhaunter,cubree1,50842,FALSE,Brunryggrøyrkrypar
Geocerthia serrana,Striated Earthcreeper,strear1,204009411,FALSE,Stripemarkløpar
Upucerthia saturatior,Forest Earthcreeper,pafear1,431592411,FALSE,Krattmarkløpar
Upucerthia dumetaria,Scale-throated Earthcreeper,sctear1,52560691,FALSE,
Upucerthia albigula,White-throated Earthcreeper,whtear1,439693381,FALSE,Kvitstrupemarkløpar
Upucerthia validirostris,Buff-breasted Earthcreeper,bubear2,203693791,FALSE,Langnebbmarkløpar
Cinclodes pabsti,Long-tailed Cinclodes,lotcin1,203694811,FALSE,Stjertbergkall
Cinclodes fuscus,Bar-winged Cinclodes,buwcin1,504247541,FALSE,
Cinclodes maculirostris,Black Cinclodes,,,FALSE,
Cinclodes antarcticus,Blackish Cinclodes,blacin1,203969631,FALSE,Sotbergkall
Cinclodes comechingonus,Cordoba Cinclodes,corcin1,46198,FALSE,Rusttippbergkall
Cinclodes albidiventris,Chestnut-winged Cinclodes,chwcin1,52709,FALSE,Rustvengbergkall
Cinclodes olrogi,Olrog's Cinclodes,olrcin1,46195,FALSE,Skjelbrystbergkall
Cinclodes albiventris,Cream-winged Cinclodes,crwcin1,189512,FALSE,Lysbukbergkall
Cinclodes oustaleti,Grey-flanked Cinclodes,gyfcin1,64031891,FALSE,
Cinclodes excelsior,Stout-billed Cinclodes,stbcin1,622938265,FALSE,
Cinclodes aricomae,Royal Cinclodes,roycin1,373848931,FALSE,Regentbergkall
Cinclodes palliatus,White-bellied Cinclodes,whbcin1,31746531,FALSE,Snøbergkall
Cinclodes atacamensis,White-winged Cinclodes,whwcin1,622461176,FALSE,Kvitvengbergkall
Cinclodes patagonicus,Dark-bellied Cinclodes,dabcin1,75717301,FALSE,Stripebergkall
Cinclodes taczanowskii,Surf Cinclodes,surcin1,29006311,FALSE,Brottbergkall
Cinclodes nigrofumosus,Seaside Cinclodes,seacin1,310780741,FALSE,
Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,ducfog1,203699971,FALSE,Lysbuklauvgranskar
Anabazenops fuscus,White-collared Foliage-gleaner,wcfgle1,17646,FALSE,Kvithalslauvgranskar
Megaxenops parnaguae,Great Xenops,grexen1,29977491,FALSE,Stormeiskrypar
Cichlocolaptes leucophrus,Large Pale-browed Treehunter,pabtre1,203983041,FALSE,Bleikbryntrejeger
Cichlocolaptes holti,Small Pale-browed Treehunter,,,FALSE,
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,crytre1,128025,FALSE,Kaneltrejeger
Heliobletus contaminatus,Sharp-billed Treehunter,shbtre1,20037,FALSE,Greinjeger
Philydor novaesi,Alagoas Foliage-gleaner,alfgle1,203691851,FALSE,Alagoaslauvgranskar
Philydor atricapillus,Black-capped Foliage-gleaner,bcfgle1,108303451,FALSE,
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,crfgle1,13327,FALSE,Kanellauvgranskar
Philydor fuscipenne,Slaty-winged Foliage-gleaner,swfgle,546696131,FALSE,Skifervenglauvgranskar
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,rurfog1,52413,FALSE,
Philydor erythropterum,Chestnut-winged Foliage-gleaner,chwfog1,29648,FALSE,Raudvenglauvgranskar
Philydor rufum,Buff-fronted Foliage-gleaner,bffgle,365931611,FALSE,Oskekronelauvgranskar
Anabacerthia striaticollis,Montane Foliage-gleaner,mofgle1,167161,FALSE,Kvitbrillelauvgranskar
Anabacerthia amaurotis,White-browed Foliage-gleaner,whbfog1,334536351,FALSE,Kvitbrynlauvgranskar
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,obfgle2,347588521,FALSE,Okerbrystlauvgranskar
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,stfgle1,449556421,FALSE,Okerbrillelauvgranskar
Anabacerthia ruficauda,Rufous-tailed Foliage-gleaner,rutfog1,44430,FALSE,Ruststjertlauvgranskar
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bbfgle1,212364,FALSE,Okerbrynlauvgranskar
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,rumfog1,275010911,FALSE,Rustlauvgranskar
Syndactyla roraimae,White-throated Foliage-gleaner,wtfgle1,385789001,FALSE,Kvitstrupelauvgranskar
Syndactyla subalaris,Lineated Foliage-gleaner,lifgle1,445765921,FALSE,Stripelauvgranskar
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,rnfgle1,203930111,FALSE,Rusthalslauvgranskar
Syndactyla guttulata,Guttulated Foliage-gleaner,gufgle1,387941091,FALSE,
Syndactyla ucayalae,Peruvian Recurvebill,perrec1,203916811,FALSE,Rustmeiselnebb
Syndactyla striata,Bolivian Recurvebill,bolrec1,110621,FALSE,Stripemeiselnebb
Ancistrops strigilatus,Chestnut-winged Hookbill,chwhoo1,30947,FALSE,Heklenebb
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,ccfgle1,614107264,FALSE,Raudlauvgranskar
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,cangro1,135666,FALSE,Krattkrypar
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,hhfgle1,313503421,FALSE,Hennalauvgranskar
Clibanornis rubiginosus,Ruddy Foliage-gleaner,rufgle1,348354861,FALSE,
Clibanornis rufipectus,Santa Marta Foliage-gleaner,samfog1,203992211,FALSE,Santamartalauvgranskar
Thripadectes ignobilis,Uniform Treehunter,unitre1,203699441,FALSE,Bruntrejeger
Thripadectes flammulatus,Flammulated Treehunter,flatre1,179301091,FALSE,Spragletrejeger
Thripadectes scrutator,Rufous-backed Treehunter,rubtre1,17356,FALSE,Flekktrejeger
Thripadectes holostictus,Striped Treehunter,strtre1,244327141,FALSE,Stripetrejeger
Thripadectes virgaticeps,Streak-capped Treehunter,stctre1,203698001,FALSE,Strekhovudtrejeger
Thripadectes melanorhynchus,Black-billed Treehunter,blbtre1,203993831,FALSE,Skjelstrupetrejeger
Thripadectes rufobrunneus,Streak-breasted Treehunter,stbtre1,46236021,FALSE,Okerstrupetrejeger
Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,ccfgle2,44437,FALSE,Kastanjekronelauvgranskar
Automolus melanopezus,Brown-rumped Foliage-gleaner,brfgle1,24160,FALSE,Okerstrupelauvgranskar
Automolus virgatus,Western Woodhaunter,strwoo5,204015461,FALSE,
Automolus subulatus,Striped Woodhaunter,strwoo4,383796671,FALSE,
Automolus ochrolaemus,Buff-throated Foliage-gleaner,btfgle1,39546,FALSE,
Automolus infuscatus,Olive-backed Foliage-gleaner,obfgle3,203934171,FALSE,
Automolus paraensis,Para Foliage-gleaner,parfog1,203894861,FALSE,Parálauvgranskar
Automolus lammi,Pernambuco Foliage-gleaner,perfog1,509610941,FALSE,Pernambucolauvgranskar
Automolus leucophthalmus,White-eyed Foliage-gleaner,wefgle1,113395,FALSE,
Premnoplex brunnescens,Spotted Barbtail,spobar1,614528761,FALSE,
Premnoplex tatei,White-throated Barbtail,whtbar1,387941821,FALSE,Kvitstrupepiggstjert
Premnoplex pariae,Paria Barbtail,,,FALSE,
Margarornis rubiginosus,Ruddy Treerunner,rudtre1,46236111,FALSE,Brunstammeløpar
Margarornis stellatus,Fulvous-dotted Treerunner,fudtre1,31405651,FALSE,Stjernestammeløpar
Margarornis squamiger,Pearled Treerunner,peatre1,67482971,FALSE,Perlestammeløpar
Margarornis bellulus,Beautiful Treerunner,beatre1,652777496,FALSE,Dråpestammeløpar
Aphrastura spinicauda,Thorn-tailed Rayadito,thtray1,204019791,FALSE,Gulbryntornstjert
Aphrastura masafuerae,Masafuera Rayadito,masray1,650778291,FALSE,Masafueratornstjert
Sylviorthorhynchus desmursii,Des Murs's Wiretail,demwir1,77455301,FALSE,Halmstjert
Sylviorthorhynchus yanacensis,Tawny Tit-spinetail,tatspi1,172809811,FALSE,Rustnålstjert
Leptasthenura xenothorax,White-browed Tit-spinetail,wbtspi1,17601,TRUE,Raudkronenålstjert
Leptasthenura setaria,Araucaria Tit-spinetail,artspi1,203696071,FALSE,Araucarianålstjert
Leptasthenura platensis,Tufted Tit-spinetail,tutspi1,203695551,FALSE,Toppnålstjert
Leptasthenura striolata,Striolated Tit-spinetail,sttspi2,203696051,FALSE,Paranánålstjert
Leptasthenura pileata,Rusty-crowned Tit-spinetail,rctspi1,28708,FALSE,Rustkronenålstjert
Leptasthenura striata,Streaked Tit-spinetail,sttspi1,439707311,FALSE,Gråbrystnålstjert
Leptasthenura fuliginiceps,Brown-capped Tit-spinetail,bctspi1,203960221,FALSE,Brunnålstjert
Leptasthenura berlepschi,Buffy Tit-spinetail,,,FALSE,
Leptasthenura aegithaloides,Plain-mantled Tit-spinetail,pmtspi1,604714511,FALSE,Gråryggnålstjert
Leptasthenura pallida,Palid Tit-spinetail,,,FALSE,
Leptasthenura andicola,Andean Tit-spinetail,antspi1,204023341,FALSE,Andesnålstjert
Phacellodomus inornarus,Plain Thornbird,ruftho3,384224731,FALSE,
Phacellodomus rufifrons,Rufous-fronted Thornbird,ruftho1,337704091,FALSE,
Phacellodomus striaticeps,Streak-fronted Thornbird,stftho1,212980,FALSE,Strekpannetornfugl
Phacellodomus sibilatrix,Little Thornbird,littho1,156291441,FALSE,Dvergtornfugl
Phacellodomus dorsalis,Chestnut-backed Thornbird,chbtho1,204012101,FALSE,Grånakketornfugl
Phacellodomus maculipectus,Spot-breasted Thornbird,spbtho1,189563,FALSE,Vatrebrysttornfugl
Phacellodomus striaticollis,Freckle-breasted Thornbird,frbtho1,132374,FALSE,
Phacellodomus ruber,Greater Thornbird,gretho2,609537569,FALSE,Stortornfugl
Phacellodomus erythrophthalmus,Orange-eyed Thornbird,oretho1,203986261,FALSE,
Phacellodomus ferrugineigula,Orange-breasted Thornbird,orbtho1,117983,FALSE,Rusttornfugl
Hellmayrea gularis,White-browed Spinetail,whbspi2,66179,FALSE,Kvitbrynstifthale
Anumbius annumbi,Firewood-gatherer,firgat1,624994344,TRUE,Kvistsamlar
Coryphistera alaudina,Lark -like Brushrunner,lalbru1,301501,FALSE,Lerkekrattløpar
Asthenes usheri,White-tailed Canastero,,,FALSE,
Asthenes huancavelicae,Huancavelica Canastero,patcan1,203691981,FALSE,
Asthenes arequipae,Arequipa Canastero,crbcan4,428383671,FALSE,
Asthenes dorbignyi,Creamy-breasted Canastero,crbcan2,174859,FALSE,
Asthenes berlepschi,Berlepsch's Canastero,bercan1,75716111,FALSE,Consatakorgfugl
Asthenes baeri,Short-billed Canastero,shbcan1,213083,FALSE,Kortnebbkorgfugl
Asthenes luizae,Cipo Canastero,cipcan1,297176781,FALSE,Cipokorgfugl
Asthenes anthoides,Austral Canastero,auscan1,75713671,FALSE,Sørkorgfugl
Asthenes hudsoni,Hudson's Canastero,hudcan1,304705781,FALSE,Pampaskorgfugl
Asthenes urubambensis,Line-fronted Canastero,lifcan1,78050881,FALSE,Brunryggkorgfugl
Asthenes flammulata,Many-striped Canastero,mascan1,397777661,FALSE,Stripekorgfugl
Asthenes virgata,Junin Canastero,juncan1,31746781,FALSE,Juninkorgfugl
Asthenes maculicauda,Scribble-tailed Canastero,sctcan1,50840,FALSE,Skrifthalekorgfugl
Asthenes modesta,Cordilleran Canastero,corcan1,589133391,FALSE,
Asthenes humilis,Streak-throated Canastero,sttcan1,212572151,FALSE,Stripebrystkorgfugl
Asthenes wyatti,Streak-backed Canastero,stbcan9,189513,FALSE,
A. w. sclateri,Puna Canastero,,,FALSE,
Asthenes moreirae,Itatiaia Spinetail,itaspi1,471284671,FALSE,Itatiaiatistelstjert
Asthenes pyrrholeuca,Sharp-billed Canastero,shbcan2,217162,FALSE,Sylnebbkorgfugl
Asthenes harterti,Black-throated Thistletail,bltthi1,174817,FALSE,Svartstrupetistelstjert
Asthenes coryi,Ochre-browed Thistletail,ocbthi1,308554081,FALSE,Okerbryntistelstjert
Asthenes perijana,Perija Thistletail,perthi1,46892421,FALSE,Perijatistelstjert
Asthenes fuliginosa,White-chinned Thistletail,whcthi1,203940121,FALSE,
Asthenes griseomurina,Mouse-colured Thistletail,mocthi1,21746,FALSE,Umbratistelstjert
Asthenes helleri,Puna Thistletail,punthi1,203891661,FALSE,Punatistelstjert
Asthenes ottonis,Rusty-fronted Canastero,rufcan1,511072181,FALSE,Rustpannekorgfugl
Asthenes palpebralis,Eye-ringed Thistletail,eyrthi1,586107241,FALSE,
Asthenes heterura,Maqeuis Canastero,maqcan1,212251,FALSE,Krattkorgfugl
Asthenes pudibunda,Canyon Canastero,cancan1,28712,FALSE,Ravinekorgfugl
Asthenes vilcabambae,Vilcabamba Thistletail,vilthi2,374670051,FALSE,
Asthenes ayacuchensis,Ayacucho Thistletail,vilthi3,370096431,FALSE,Ayacuchotistelstjert
Acrobatornis fonsecai,Pink-legged Graveteiro,pilgra1,254862221,FALSE,Rosenfotgraveteiro
Metopothrix aurantiaca,Orange-fronted Plushcrown,orfplu2,531978431,FALSE,Gullpanne
Xenerpestes minlosi,Double-banded Greytail,dobgra1,20092441,FALSE,Bandgråstjert
Xenerpestes singularis,Equatorial Greytail,equgra1,620683084,FALSE,Stripegråstjert
Siptornis striaticollis,Spectacled Prickletail,spepri1,21621501,FALSE,Brillemeisklatrar
Roraimia adusta,Roraiman Barbtail,rorbar1,362387501,FALSE,Raudbrynpiggstjert
Thripophaga gutturata,Speckled Spinetail,spespi1,203697931,FALSE,Prikkstifthale
Thripophaga cherriei,Orinoco Softtail,orisof1,323589401,FALSE,Orinocomjukstjert
Thripophaga amacurensis,Delta Amacuro Softtail,deasof1,388960501,FALSE,Amacuromjukstjert
Thripophaga macroura,Striated Softtail,strsof1,249820021,FALSE,Stripemjukstjert
Thripophaga fusciceps,Plain Softtail,plasof1,88205,FALSE,Brunmjukstjert
Limnoctites rectirostris,Straight-billed Reedhaunter,stbree2,19097,FALSE,Gråryggrøyrkrypar
Cranioleuca sulphurifera,Sulphur-throated Spinetail,,,FALSE,Svovelstrupestifthale
Cranioleuca marcapatae,Marcapata Spinetail,marspi4,35437,FALSE,
Cranioleuca weskei,Vilcabamba Spinetail,marspi1,508009491,FALSE,
Cranioleuca albiceps,Light-crowned Spinetail,licspi1,65267,FALSE,Bleikkronestifthale
Cranioleuca vulpecula,Parker's Spinetail,parspi1,127489,FALSE,Flodstifthale
Cranioleuca berlepschi,Russet-mantled Softtail,rumsof1,31953361,FALSE,Consatakorgfugl
Cranioleuca vulpina,Rusty-backed Spinetail,rubspi4,366315101,FALSE,
Cranioleuca dissita,Coiba Spinetail,rubspi5,241373731,FALSE,Coibastifthale
Cranioleuca muelleri,Scaled Spinetail,scaspi1,115267,FALSE,Skjelstifthale
Cranioleuca albicapilla,Creamy-crested Spinetail,crcspi1,31745501,FALSE,Kremkronestifthale
Cranioleuca obsoleta,Olive Spinetail,olispi1,700061,FALSE,Olivenstifthale
Cranioleuca pallida,Pallid Spinetail,palspi1,203698121,FALSE,Bleikstifthale
Cranioleuca pyrrhophia,Stripe-crowned Spinetail,stcspi2,218241,FALSE,Stripekronestifthale
