Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,et
Enicurus ruficapillus,Chestnut-naped Forktail,chnfor1,621903099,FALSE,punapea-käärsaba
Enicurus immaculatus,Black-backed Forktail,blbfor1,204004751,FALSE,birma käärsaba
Enicurus leschenaulti,White-crowned Forktail,whcfor1,203899911,FALSE,sukel-käärsaba
Enicurus maculatus,Spotted Forktail,spofor1,203914411,FALSE,tähnik-käärsaba
Cinclidium frontale,Blue-fronted Robin,blfrob1,639325541,FALSE,redusiirak
Myophonus blighi,Sri Lanka Whistling-thrush,ceywht1,177252,FALSE,tseiloni jõgisiirak
Myophonus melanurus,Shiny Whistling-thrush,shwthr1,207796761,FALSE,sinikulm-jõgisiirak
Myophonus glaucinus,Javan Whistling-thrush,javwht1,70684,FALSE,jaava jõgisiirak
Myophonus castaneus,Sumatran Whistling-thrush,chwwht1,202455441,FALSE,rooste-jõgisiirak
Myophonus borneensis,Bornean Whistling-thrush,borwht1,609672243,FALSE,kalimantani jõgisiirak
Myophonus robinsoni,Malay Whistling-thrush,mawthr2,33416,FALSE,malai jõgisiirak
Myophonus horsfieldii,Malabar Whistling-thrush,mawthr1,364367921,FALSE,india jõgisiirak
Myophonus insularis,Taiwan Whistling-thrush,fowthr1,404655721,FALSE,taivani jõgisiirak
Myophonus caeruleus,Blue Whistling-thrush,blwthr1,172401471,FALSE,Suur-jõgisiirak
Ficedula zanthopygia,Yellow-rumped Flycatcher,korfly1,628405806,FALSE,kuld-kärbsenäpp
Ficedula elisae,Green-backed Flycatcher,narfly1,594137601,FALSE,Rohepea-kärbsenäpp
Ficedula narcissina,Narcissus Flycatcher,narfly2,621425763,FALSE,kuld-kärbsenäpp/rohepea-kärbsenäpp/jaapani kärbsenäpp/ryukyu kärbsenäpp
Ficedula owstoni,Ryukyu Flycatcher,narfly3,203895861,FALSE,ryukyu kärbsenäpp
Ficedula mugimaki,Mugimaki Flycatcher,mugfly,63503151,FALSE,taiga-kärbsenäpp
Ficedula erithacus,Slaty-backed Flycatcher,slbfly1,384377291,FALSE,punarind-kärbsenäpp
Ficedula tricolor,Slaty-blue Flycatcher,slbfly2,69042,FALSE,põõsa-kärbsenäpp
Ficedula hyperythra,Snowy-browed Flycatcher,snbfly1,193057671,FALSE,kiltselg-kärbsenäpp
Ficedula hodgsoni,Pygmy Blue-flaycatcher,pybfly1,579586241,FALSE,kääbus-kärbsenäpp
Ficedula strophiata,Rufous -gorgetted Flycatcher,rugfly1,203931371,FALSE,mägi-kärbsenäpp
Ficedula sapphira,Sapphire Flycatcher,sapfly1,629578897,FALSE,safiir-kärbsenäpp
Ficedula superciliaris,Ultramarine Flycatcher,ultfly1,612743154,FALSE,Sini-kärbsenäpp
Ficedula westermanni,Little Pied Flycatcher,lipfly1,583516331,FALSE,pugal-kärbsenäpp
Ficedula ruficauda,Rusty-tailed Flycatcher,rutfly6,278231571,FALSE,Ruskesaba-kärbsenäpp
Ficedula parva,Red-breasted Flycatcher,rebfly,238755261,FALSE,väike-kärbsenäpp
Ficedula albicilla,Red-throated Flycatcher,taifly1,64398911,FALSE,Siberi kärbsenäpp
Ficedula subrubra,Kashmir Flycatcher,kasfly1,168996861,FALSE,kašmiiri kärbsenäpp
Ficedula semitorquata,Semi-collared Flycatcher,semfly1,474190571,FALSE,tamme-kärbsenäpp
Ficedula hypoleuca,European Pied Flycatcher,eupfly1,619031156,FALSE,must-kärbsenäpp/atlase kärbsenäpp
F. h. speculigera,Atlas Flycatcher,atlfly1,203693231,FALSE,
Ficedula albicollis,Collared Flycatcher,colfly1,634338351,FALSE,kaelus-kärbsenäpp
Ficedula henrici,Damar Flycatcher,damfly1,203921271,FALSE,damari kärbsenäpp
Ficedula rufigula,Rufous-throated Flycatcher,rutfly5,650612022,FALSE,sulawesi kärbsenäpp
Ficedula buruensis,Cinnamon-chested Flycatcher,cicfly1,629646891,FALSE,maluku kärbsenäpp
Ficedula harterti,Sumba Flycatcher,sumfly1,199785361,FALSE,sumba kärbsenäpp
Ficedula timorensis,Black-banded Flycatcher,blbfly2,168953,FALSE,sadul-kärbsenäpp
Ficedula basilanica,Little Slaty Flycatcher,lisfly1,623718288,FALSE,pagu-kärbsenäpp
Ficedula luzoniensis,Thicket Flycatcher,bunfly1,632547186,FALSE,filipiini kärbsenäpp
Ficedula crypta,Cryptic Flycatcher,rutfly7,30138341,FALSE,mindanao kärbsenäpp
Ficedula bonthaina,Lompobattang Flycatcher,lomfly1,202531181,FALSE,lompobattangi kärbsenäpp
Ficedula nigrorufa,Black-and-orange Flycatcher,barfly1,394779941,FALSE,ruuge-kärbsenäpp
Ficedula dumetoria,Rufous-chested Flycatcher,rucfly1,589343451,FALSE,joonik-kärbsenäpp
Ficedula riedeli,Tanimbar Flycatcher,rucfly3,613339682,FALSE,tanimbari kärbsenäpp
Ficedula disposita,Furtive Flycatcher,furfly1,609058230,FALSE,luzoni kärbsenäpp
Ficedula platenae,Palawan Flycatcher,palfly1,29717271,FALSE,palawani kärbsenäpp
Phoenicurus alaschanicus,Ala Shan Redstart,alsred1,285239,FALSE,alashani lepalind
Phoenicurus erythronotus,Eversmann's Redstart,rubred2,598195731,FALSE,punaselg-lepalind
Phoenicurus frontalis,Blue-fronted Redstart,blfred1,611533059,FALSE,sini-lepalind
Phoenicurus caeruleocephala,Blue-capped Redstart,bucred1,101610171,FALSE,valgekõht-lepalind
Phoenicurus schisticeps,White-throated Redstart,whtred1,30289391,FALSE,täht-lepalind
Phoenicurus leucocephalus,White-capped Water-redstart,whcred1,203949121,FALSE,kärestiku-lepalind
Phoenicurus fuliginosus,Plumbeous Water-redstart,plured1,30548281,TRUE,jõgi-lepalind
Phoenicurus bicolor,Luzon Water-redstart,luzred1,203999921,FALSE,filipiini lepalind
Phoenicurus ochruros,Black Redstart,blared1,175467811,TRUE,Must-lepalind
Phoenicurus phoenicurus,Common Redstart,comred2,100450521,FALSE,lepalind e. aed-lepalind
Phoenicurus moussieri,Moussier's Redstart,moured1,203913071,FALSE,diadeem-lepalind
Phoenicurus auroreus,Daurian Redstart,daured1,240694221,FALSE,mustselg-lepalind
Phoenicurus erythrogastrus,White-winged Redstart,whwred2,632735202,FALSE,mägi-lepalind
Phoenicurus hodgsoni,Hodgson's Redstart,hodred1,624745654,FALSE,tiibeti lepalind
Monticola cinclorhynha,Blue-capped Rock-thrush,bcrthr1,278231661,FALSE,
Monticola rufiventris,Chestnut-bellied Rock-thrush,cbrthr1,325737241,FALSE,mustkurk-kivisiirak
Monticola gularis,White-throated Rock-thrush,wtrthr1,388949351,FALSE,Taiga-kivisiirak
Monticola brevipes,Short-toed Rock-thrush,strthr1,277862,FALSE,kahkkiird-kivisiirak
Monticola explorator,Sentinel Rock-thrush,serthr1,244818241,FALSE,rohu-kivisiirak
Monticola imerina,Littoral Rock-thrush,litrot1,203968881,FALSE,luite-kivisiirak
Monticola erythronotus,Amber Mountain Rock-thrush,ammrot1,,FALSE,amberi kivisiirak
Monticola sharpei,Forest Rock-thrush,forrot2,97923,FALSE,madagaskari kivisiirak
Monticola saxatilis,Common Rock-thrush,rtrthr1,463207801,FALSE,Kivirästas
Monticola solitarius,Blue Rock-thrush,burthr,237305941,TRUE,sini-kivirästas
Monticola rufocinereus,Little Rock-thrush,lirthr1,615036568,FALSE,väike-kivirästas
Monticola semirufus,White-winged Cliff-chat,wwccha1,609066640,FALSE,etioopia kivisiirak
Monticola angolensis,Miombo Rock-thrush,mirthr1,652821803,FALSE,miombo-kivisiirak
Monticola rupestris,Cape Rock-thrush,carthr1,176710261,FALSE,pruunselg-kivisiirak
Saxicola jerdoni,Jerdon's Bushchat,jerbus1,203901001,FALSE,lammitäks
Saxicola ferreus,Grey Bushchat,grybus1,611823824,FALSE,valgekulm-täks
Saxicola gutturalis,White-bellied Bushchat,timbus1,621141484,FALSE,timori täks
Saxicola rubetra,Whinchat,whinch1,329245421,FALSE,Kadakatäks
Saxicola macrorhynchus,White-browed Bushchat,whbbus4,203913311,FALSE,kapparitäks
Saxicola insignis,Hodgson's Bushchat,whtbus1,486958001,FALSE,suurtäks
Saxicola caprata,Pied Bushchat,piebus1,633042883,FALSE,nõgitäks
Saxicola leucurus,White-tailed Stonechat,whtsto2,308791721,FALSE,suhkruroo-täks
Saxicola dacotiae,Fuerteventura Stonechat,caisto1,203887131,FALSE,kanaari kaelustäks
Saxicola torquatus,Common Stonechat,afrsto1,611306591,FALSE,kaelustäks
S. t. maurus,Siberian Stonechat,sibsto1,204009511,FALSE,
Saxicola tectes,Reunion Stonechat,reusto1,74654,FALSE,réunioni kaelustäks
Campicoloides bifasciatus,Buff-streaked Chat,busbus1,80672,FALSE,aaloetäks
Emarginata schlegelii,Karoo Chat,karcha1,203964291,FALSE,suur-kaljutäks
Emarginata sinuata,Sickle-winged Chat,siccha1,176714421,FALSE,karoo kaljutäks
Emarginata tractrac,Tractrac Chat,tracha1,277733,FALSE,hõbe-kaljutäks
Pinarochroa sordida,Moorland Chat,moocha1,276124,FALSE,mägi-kaljutäks
Thamnolaea cinnamomeiventris,Mocking Cliff-chat,moccha1,588184241,FALSE,viigitäks
T. c. coronata,White-crowned Cliff-chat,,,FALSE,
Myrmecocichla nigra,Sooty Chat,soocha1,640132774,FALSE,must-termiiditäks
Myrmecocichla aethiops,Northern Anteater-chat,noacha1,11395,FALSE,põhja-termiiditäks
Myrmecocichla tholloni,Congo Moor-chat,conmoo1,85677,FALSE,hele-termiiditäks
Myrmecocichla formicivora,Southern Anteater-chat,soacha1,89765041,FALSE,lõuna-termiiditäks
Myrmecocichla monticola,Mountain Wheatear,mouwhe1,625736369,FALSE,valgeõlg-kivitäks
Myrmecocichla melaena,Rüppell's Chat,ruecha1,100330,FALSE,astangutäks
Myrmecocichla arnotti,Arnot's Chat,whbcha2,612739598,FALSE,miombotäks
Oenanthe oenanthe,Northern Wheatear,norwhe,49594,FALSE,kivitäks (harilik kivitäks)
O. o. leucorrhoa,Grenland Wheater,,,FALSE,
Oenanthe seebohmi,Black-throated Wheater,norwhe3,586839831,FALSE,atlase kivitäks
Oenanthe pileata,Capped Wheatear,capwhe1,203938421,FALSE,vöö-kivitäks
Oenanthe frenata,Rusty-breasted Wheatear,rebwhe3,31372321,FALSE,Roosterind-kivitäks
Oenanthe bottae,Buff-breasted Wheatear,rebwhe2,634395221,FALSE,ruugepugu-kivitäks
Oenanthe heuglini,Heuglin's Wheatear,heuwhe1,652590772,FALSE,sudaani kivitäks
Oenanthe isabellina,Isabelline Wheatear,isawhe1,439850551,FALSE,liiv-kivitäks
Oenanthe monacha,Hooded Wheatear,hoowhe1,633076676,FALSE,munk-kivitäks
Oenanthe deserti,Desert Wheatear,deswhe1,389239931,TRUE,Kõrbe-kivitäks
Oenanthe hispanica,Black-eared Wheatear,bkewhe1,62663431,FALSE,vahemere kivitäks
O. h. hispanica,Western Black-eared Wheatear,bkewhe1,62663431,FALSE,
O. h. melanoleuca,Eastern Black-eared Wheatear,bkewhe2,446589241,FALSE,
Oenanthe cypriaca,Cyprus Wheatear,cypwhe1,203977581,FALSE,küprose kivitäks
Oenanthe pleschanka,Pied Wheatear,piewhe1,453628961,FALSE,küprose kivitäks/nunn-kivitäks
Oenanthe albifrons,White-fronted Black-chat,wfbcha1,203972621,FALSE,lauktäks
Oenanthe phillipsi,Somali Wheatear,somwhe1,,FALSE,somaali kivitäks
Oenanthe moesta,Buff-rumped Wheatear,rerwhe1,350421831,FALSE,berberi kivitäks
Oenanthe melanura,Blackstart,blacks1,439852851,FALSE,mustsaba-kaljutäks
Oenanthe familiaris,Familiar Chat,famcha1,277202,FALSE,punasaba-kaljutäks
Oenanthe scotocerca,Brown-tailed Chat,brtcha1,21288,FALSE,vadi-kaljutäks
Oenanthe dubia,Sombre Rockchat,somcha1,31284021,FALSE,awashi kaljutäks
Oenanthe fusca,Brown Rockchat,indcha1,204025141,FALSE,india kaljutäks
Oenanthe picata,Variable Wheatear,varwhe1,592122971,FALSE,kõnnu-kivitäks
Oenanthe leucura,Black Wheatear,blawhe1,181067731,FALSE,must-kivitäks
Oenanthe leucopyga,White-crowned Wheatear,whtwhe1,439849811,FALSE,tanu-kivitäks
Oenanthe albonigra,Hume's Wheatear,humwhe2,554800381,FALSE,harak-kivitäks
Oenanthe finschii,Finsch's Wheatear,finwhe1,147256401,FALSE,kahkselg-kivitäks
Oenanthe lugens,Mourning Wheatear,mouwhe2,439850921,FALSE,leina-kivitäks
O. l. halophila,Mahreb Wheater,,,FALSE,
O. l. lugentoides,Arabian Wheater,,,FALSE,
Oenanthe chrysopygia,Rusty-tailed Wheatear,retwhe2,592026631,FALSE,punapära-kivitäks
Oenanthe xanthoprymna,Chestnut-rumped Wheatear,retwhe3,221427501,FALSE,punapära-kivitäks/pärsia kivitäks
Pinarornis plumosus,Boulder Chat,boucha1,203939881,FALSE,
Arcanator orostruthus,Dapple-throat,dapthr1,94712,FALSE,
Modulatrix stictigula,Spot-throat,spothr1,137493,FALSE,
Kakamega poliothorax,Grey-chested Kakamega,gycill1,289349421,FALSE,
IRENIDAE,Fairy-bluebirds,,,FALSE,
Irena puella,Asian Fairy-bluebird,asfblu1,308467371,FALSE,sinilüüdik
Irena tweeddalii,Palawan Fairy-bluebird,asifab2,645576761,FALSE,palawani sinilüüdik
Irena cyanogastra,Philippine Fairy-bluebird,phifab1,204000021,FALSE,filipiini sinilüüdik
CHLOROPSEIDAE,Leafbirds,,,FALSE,
Chloropsis media,Sumatran Leafbird,sumlea1,603134041,FALSE,koldlaup-viherlüüdik
Chloropsis sonnerati,Greater Green Leafbird,grglea1,280802,FALSE,suur-viherlüüdik
Chloropsis cyanopogon,Lesser Green Leafbird,leglea1,621668909,FALSE,väike-viherlüüdik
Chloropsis palawanensis,Yellow-throated,yetlea1,616854643,FALSE,palawani viherlüüdik
Chloropsis flavipenmnis,Philippine Leafbird,philea1,632044345,FALSE,
Chloropsis aurifrons,Golden-fronted Leafbird,goflea1,276353491,FALSE,tanu-viherlüüdik
Chloropsis venusta,Blue-masked Leafbird,blmlea1,70514,FALSE,sinipea-viherlüüdik
Chloropsis jerdoni,Jerdon's Leafbird,jerlea1,363615611,FALSE,india viherlüüdik
Chloropsis hardwickii,Orange-bellied Leafbird,orblea1,633948901,FALSE,ruugekõht-viherlüüdik
Chloropsis lazulina,Greyish-crowned Leafbird,,,FALSE,
Chloropsis kinabaluensis,Bornean Leafbird,borlea1,621154768,FALSE,mägi-viherlüüdik
Chloropsis moluccensis,Blue-winged Leafbird,blwlea1,455812661,FALSE,
Chloropsis cochinchinesis,Javan Leafbird,buwlea2,584639111,FALSE,
REGULIDAE,Kinglets and Firecrests,,,FALSE,
Regulus calendula,Ruby-crowned Kinglet,ruckin,206445,TRUE,rubiin-pöialpoiss
Regulus satrapa,Golden-crowned Kinglet,gockin,50331,FALSE,tsuuga-pöialpoiss
Regulus goodfellowi,Flamecrest,flamec1,613214119,FALSE,taivani pöialpoiss
Regulus regulus,Goldcrest,goldcr1,203915871,TRUE,Pöialpoiss
R. r. teneriffae,Tenerife Goldcrest,,,FALSE,
Regulus madeirensis,Madeira Firecrest,firecr3,308362141,FALSE,madeira pöialpoiss
Regulus ignicapilla,Common Firecrest,firecr1,150205621,FALSE,lääne-pöialpoiss
DICAEIDAE,Flowerpeckers,,,FALSE,
Prionochilus olivaceus,Olive-backed Flowerpecker,olbflo1,164249761,FALSE,
Prionochilus maculatus,Yellow-breasted Flowerpecker,yebflo2,204007031,FALSE,
Prionochilus thoracicus,Scarlet-breasted Flowerpecker,scbflo2,327558611,FALSE,
Prionochilus xanthopygius,Yellow-rumped Flowerpecker,yerflo1,595176811,FALSE,
Prionochilus percussus,Crimson-breasted Flowerpecker,crbflo1,621838757,FALSE,
Prionochilus plateni,Palawan Flowerpecker,palflo1,626739491,FALSE,palawani võõrikulind
Dicaeum melanozanthum,Yellow-bellied Flowerpecker,yebflo1,174469501,FALSE,
Dicaeum chrysorrheum,Yellow-vented Flowerpecker,yevflo1,280853,FALSE,
Dicaeum vincens,White-throated Flowerpecker,whtflo1,77084301,FALSE,
Dicaeum annae,Golden-rumped Flowerpecker,gorflo1,609059293,FALSE,
Dicaeum agile,Thick-billed Flowerpecker,thbflo1,326541991,FALSE,
Dicaeum everetti,Brown-backed Flowerpecker,brbflo1,,FALSE,
Dicaeum proprium,Whiskered Flowerpecker,whiflo1,609056983,FALSE,
Dicaeum anthonyi,Yellow-crowned Flowerpecker,flcflo2,204004691,FALSE,
Dicaeum kampalili,Flame-crowned Flowerpecker,flcflo3,651787316,FALSE,
Dicaeum bicolor,Bicoloured Flowerpecker,bicflo1,405883481,FALSE,
Dicaeum aureolimbatum,Yellow-sided Flowerpecker,yesflo1,203909301,FALSE,
Dicaeum trigonostigma,Orange-bellied Flowerpecker,orbflo1,70510,FALSE,
Dicaeum australe,Red-keeled Flowerpecker,resflo1,369087581,FALSE,
Dicaeum haematostictum,Black-belted Flowerpecker,rekflo1,631255149,FALSE,
Dicaeum retrocinctum,Scarlet-collared Flowerpecker,sccflo1,638122482,FALSE,
Dicaeum quadricolor,Cebu Flowerpecker,cebflo1,620087358,FALSE,
Dicaeum hypoleucum,Buzzing Flowerpecker,whbflo1,204002481,FALSE,
Dicaeum nigrilore,Olive-capped Flowerpecker,olcflo1,651787319,FALSE,
Dicaeum erythrorhynchos,Pale-bellied Flowerpecker,pabflo1,307509571,FALSE,
Dicaeum concolor,Nilgiri Flowerpecker,plaflo1,203951761,FALSE,
Dicaeum minullum,Plain Flowerpecker,plaflo2,214133031,FALSE,
Dicaeum pygmaeum,Pygmy Flowerpecker,pygflo1,621534599,FALSE,
Dicaeum nehrkorni,Crimson-crowned Flowerpecker,crcflo1,203909311,FALSE,
Dicaeum schistaceiceps,Halmahera Flowerpecker,flbflo3,182294,FALSE,
Dicaeum erythrothorax,Buru Flowerpecker,flbflo2,,FALSE,
Dicaeum vulneratum,Ashy Flowerpecker,ashflo1,613486281,FALSE,serami võõrikulind
Dicaeum pectorale,Olive-crowned Flowerpecker,olcflo2,79832,FALSE,
Dicaeum sanguinolentum,Blood-breasted Flowerpecker,blbflo5,524398741,FALSE,
Dicaeum wilhelminae,Sumba Flowerpecker,blbflo3,642005030,FALSE,
Dicaeum hanieli,Timor Flowerpecker,blbflo4,609249486,FALSE,
Dicaeum cruentatum,Scarlet-backed Flowerpecker,scbflo1,619714221,FALSE,
Dicaeum trochileum,Scarlet-headed Flowerpecker,schflo1,70641,FALSE,
Dicaeum igniferum,Black-fronted Flowerpecker,blfflo1,203921461,FALSE,
Dicaeum maugei,Red-chested Flowerpecker,recflo2,203923721,FALSE,
Dicaeum celebicum,Grey-sided Flowerpecker,gysflo1,650600098,FALSE,
Dicaeum monticolum,Black-sided Flowerpecker,blsflo1,637365655,FALSE,
Dicaeum ignipectus,Fire-breasted Flowerpecker,fibflo1,207072761,FALSE,
Dicaeum cambodianum,Cambodian Flowerpecker,fibflo3,168469,FALSE,
Dicaeum beccarii,Sumatran Flowerpecker,fibflo5,652573450,FALSE,
Dicaeum luzoniense,Fire-throated Flowerpecker,fibflo4,204002501,FALSE,
Dicaeum aeneum,Midget Flowerpecker,midflo1,203968781,FALSE,saalomonisaarte võõrikulind
Dicaeum eximium,Red-banded Flowerpecker,rebflo1,651259758,FALSE,
DULIDAE,Palmchat,palmch1,203886041,FALSE,
Dulus dominicus,Palmchat,palmch1,203886041,FALSE,palmilind
HYPOCOLIIDAE – Hypocolius,,,,FALSE,
Hypocolius ampelinus,Grey Hypocolius,hypoco1,41473221,FALSE,paindpuulind
HYLOCITREIDAE,Hylocitrea,olfwhi1,202818421,FALSE,
Hylocitrea bonensis,Northern Hylocitrea,olfwhi1,202818421,FALSE,
Hylocitrea bonthaina,Southern Hylocitrea,,,FALSE,
BOMBYCILLIDAE,Waxwings,,,FALSE,
Bombycilla garrulus,Bohemian Waxwing,bohwax,650255880,FALSE,siidisaba e. viristaja
Bombycilla japonica,Japanese Waxwing,japwax1,215762841,FALSE,amuuri siidisaba
Bombycilla cedrorum,Cedar Waxwing,cedwax,166156861,TRUE,ameerika siidisaba
PTILOGONATIDAE,Silky-flycatcher,,,FALSE,
Phainoptila melanoxantha,Black-and-yellow Silky-flycatcher,bayfly1,199587,FALSE,siidilind
Phainopepla nitens,Phainopepla,phaino,203939771,TRUE,must-siidinäpp
Ptilogonys cinereus,Grey Silky-flycatcher,,,FALSE,hall-siidinäpp
Ptilogonys caudatus,Long-tailed Silky-flycatcher,ltsfly1,251181231,FALSE,händ-siidinäpp
†MOHOIDAE,Oos,,,FALSE,
†Moho braccatus,Kauai Oo,kauoo,6049,FALSE,
†Moho apicalis,Oahu Oo,oahoo,,FALSE,
†Moho bishopi,Bishop's Oo,bisoo,,FALSE,
†Moho nobilis,Hawaii Oo,hawoo,,FALSE,
†Chaetoptila angustipluma,Kioea,kioea,,FALSE,
ELACHURIDAE,Elachura,,,FALSE,
Elachura formosa,Spotted Elachura,spwbab1,203964761,FALSE,
PROMEROPIDAE,Sugarbirds,,,FALSE,
Promerops cafer,Cape Sugarbird,capsug1,642538722,FALSE,händ-prootealind
Promerops gurneyi,Gurney's Sugarbird,gursug1,282304751,FALSE,roostepugu-prootealind
MODULATRICIDAE,Spot-throat and alies,,,FALSE,
Dicaeum tristrami,Mottled Flowerpecker,motflo1,203932811,FALSE,makira võõrikulind
Dicaeum nitidum,Louisiade Flowerpecker,louflo1,,FALSE,
Dicaeum keiense,Pink-breasted Flowerpecker,pibflo1,614518626,FALSE,
Dicaeum ignicolle,Pink-breasted Flowerpecker (ignicolle),,,FALSE,
Dicaeum hirundinaceum,Mistletoebird,mistle1,62037471,TRUE,austraalia võõrikulind
Dicaeum geelvinkianum,Red-capped Flowerpecker,recflo1,203961731,FALSE,uusginea võõrikulind
Cinnyris chloropygius,Olive-bellied Sunbird,olbsun3,617124100,FALSE,
Cinnyris minullus,Tiny Sunbird,tinsun2,203943411,FALSE,
Cinnyris gertrudis,Western Miombo Sunbird,miosun2,611836426,FALSE,
Cinnyris manoensis,Eastern Miombo Sunbird,miosun3,203964261,FALSE,
Cinnyris chalybeus,Southern Double-collared Sunbird,sdcsun3,563528501,FALSE,
Cinnyris neergaardi,Neergaard's Sunbird,neesun2,652509488,FALSE,
Cinnyris afer,Greater Double-collared Sunbird,gdcsun2,1572,FALSE,
Cinnyris sthulmanni,Ruwenzori Double-collared Sunbird,,,FALSE,
Cinnyris prigoginei,Prigogine's Double-collared Sunbird,prisun3,,FALSE,
Cinnyris ludovicensis,Montane Double-collared Sunbird,mdcsun3,640747014,FALSE,
Cinnyris reichenowi,Northern Double-collared Sunbird,ndcsun2,1019,FALSE,
Cinnyris regius,Regal Sunbird,regsun2,1585,FALSE,
Cinnyris rockefelleri,Rockefeller's Sunbird,rocsun2,,FALSE,
Cinnyris mediocris,Eastern Double-collared Sunbird,edcsun3,491522941,FALSE,
Cinnyris usambaricus,Usambara Double-collared Sunbird,edcsun4,625950210,FALSE,
Cinnyris fuelleborni,Forest Double-collared Sunbird,edcsun1,101233,FALSE,
Cinnyris moreaui,Moreau's Sunbird,morsun2,639749429,FALSE,
Cinnyris loveridgei,Loveridge's Sunbird,lovsun3,649688213,FALSE,
Cinnyris pulchellus,Beautiful Sunbird,beasun2,643424022,FALSE,
Cinnyris melanogastrus,Gorgeous Sunbird,beasun3,79345,FALSE,
Cinnyris mariquensis,Mariqua Sunbird,marsun2,277260,FALSE,
Cinnyris shelleyi,Shelley's Sunbird,shesun2,611837267,FALSE,
Cinnyris congensis,Congo Sunbird,consun2,617147713,FALSE,
Cinnyris erythrocercus,Red-chested Sunbird,recsun2,203915391,FALSE,
Cinnyris nectarinioides,Black-bellied Sunbird,bkbsun1,625639141,FALSE,
Cinnyris bifasciatus,Purple-banded Sunbird,pubsun4,203937211,FALSE,
Cinnyris tsavoensis,Tsavo Sunbird,tsasun1,625909414,FALSE,
Cinnyris chalcomelas,Violet-breasted Sunbird,vibsun2,311669551,FALSE,
Cinnyris pembae,Pemba Sunbird,pemsun2,613039571,FALSE,
Cinnyris bouvieri,Orange-tufted Sunbird,ortsun3,419825681,FALSE,
Cinnyris osea,Palestine Sunbird,palsun2,423652471,FALSE,araabia nektarilind
Cinnyris habessinicus,Shining Sunbird,shisun3,204011621,FALSE,
Cinnyris hellmayri,Arabian Sunbird,shisun4,426459451,FALSE,
Cinnyris coccinigastrus,Splendid Sunbird,splsun2,203981261,FALSE,
Cinnyris johannae,Johanna's Sunbird,johsun2,434334871,FALSE,
Cinnyris superbus,Superb Sunbird,supsun2,203916601,FALSE,
Cinnyris rufipennis,Rufous-winged Sunbird,ruwsun2,101011,FALSE,
Cinnyris oustaleti,Oustalet's Sunbird,oussun2,401884251,FALSE,
Cinnyris talatala,White-breasted Sunbird,whbsun2,511264171,FALSE,
Cinnyris venustus,Variable Sunbird,varsun2,14916,FALSE,eris-nektarilind
Cinnyris fuscus,Dusky Sunbird,dussun2,555081581,FALSE,
Cinnyris ursulae,Ursula's Sunbird,urssun2,91003671,FALSE,
Cinnyris batesi,Bates's Sunbird,batsun2,540913531,FALSE,
Cinnyris cupreus,Copper Sunbird,copsun2,617124639,FALSE,
Cinnyris asiaticus,Purple Sunbird,pursun4,286011251,TRUE,
Cinnyris jugularis,Olive-backed Sunbird,olbsun31,263361251,TRUE,
Cinnyris idenburgi,Rand's Sunbird,olbsun9,,FALSE,
Cinnyris buettikoferi,Apricot-breasted Sunbird,apbsun2,199785401,FALSE,
Cinnyris solaris,Flame-breasted Sunbird,flbsun2,203996941,FALSE,
Cinnyris sovimanga,Souimanga Sunbird,sousun2,203970181,FALSE,
Cinnyris humbloti,Humblot's Sunbird,humsun2,,FALSE,
Cinnyris comorensis,Anjouan Sunbird,anjsun2,,FALSE,
Cinnyris coquerellii,Mayotte Sunbird,maysun2,,FALSE,
Cinnyris dussumieri,Seychelles Sunbird,seysun2,629622302,FALSE,
Cinnyris moebii,Grand Comoro Sunbird,,,FALSE,
Cinnyris voeltzkowi,Moheli Sunbird,,,FALSE,
Cinnyris notatus,Long-billed Sunbird,madsun1,94888,FALSE,
Cinnyris lotenius,Loten's Sunbird,lobsun2,63719361,FALSE,
Aethopyga duyvenbodei,Elegant Sunbird,elesun1,175408371,FALSE,
Aethopyga ignicauda,Fire-tailed Sunbird,fitsun1,203902261,FALSE,
Aethopyga saturata,Black-throated-Sunbird,bltsun1,425388741,FALSE,
Aethopyga nipalensis,Green-tailed Sunbird,grtsun1,157249241,FALSE,
Aethopyga gouldiae,Gould's Sunbird,gousun1,297617051,FALSE,
Aethopyga temminckii,Temminck's Sunbird,temsun1,70427,FALSE,
Aethopyga mystacalis,Javan Sunbird,scasun1,36443,FALSE,
Aethopyga shelleyi,Lovely Sunbird,lovsun1,203942431,FALSE,
Aethopyga vigorsii,Vigors's-Sunbird,wecsun1,278642581,FALSE,
Aethopyga siparaja,Crimson Sunbird,eacsun1,316441801,FALSE,karmiin-nektarilind
Aethopyga magnifica,Magnificent Sunbird,magsun1,203893841,FALSE,
Aethopyga pulcherrima,Metallic-winged Sunbird,mewsun3,203894121,FALSE,
Aethopyga flagrans,Flaming Sunbird,flasun1,405884391,FALSE,
Aethopyga guimarasensis,Maroon-naped Sunbird,mansun1,611607735,FALSE,
Aethopyga bella,Handsome Sunbird,hansun1,204002331,FALSE,
Aethopyga exima,White-flanked Sunbird,whfsun1,70689,FALSE,
Aethopyga latouchii,Fork-tailed Sunbird,fotsun1,203897981,FALSE,
Aethopyga christinae,Hainan Sunbird,fotsun1,203897981,FALSE,
Aethopyga linaraborae,Lina's Sunbird,linsun1,30138051,FALSE,
NECTARINIIDAE,Sunbirds,,,FALSE,
