Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fi
Psarocolius wagleri,Chestnut-headed Oropendola,chhoro1,203900851,FALSE,seepiakultapyrstö
Psarocolius atrovirens,Dusky-green Oropendola,dugoro1,132714,FALSE,andienkultapyrstö
Psarocolius angustifrons,Russet-backed Oropendola,ruboro1,101858781,FALSE,ruskokultapyrstö
Psarocolius oleagineus,Green-billed Oropendola,,,FALSE,ruskokultapyrstö (oleagineus)
Psarocolius decumanus,Crested Oropendola,creoro1,386940941,TRUE,kultapyrstö
Psarocolius viridis,Green Oropendola,greoro1,72322,FALSE,oliivikultapyrstö
Psarocolius yuracares,Amazonian Oropendola,,,FALSE,
Psarocolius bifasciatus,Para Oropendola,olioro1,203934611,FALSE,isokultapyrstö
Psarocolius montezuma,Montezuma Oropendola,monoro1,423117161,FALSE,kastanjakultapyrstö
Psarocolius guatimozinus,Black Oropendola,blaoro1,615853212,FALSE,mustakultapyrstö
Psarocolius cassini,Baudo Oropendola,bauoro2,203952971,FALSE,choconkultapyrstö
Cacicus solitarius,Solitary Cacique,sobcac1,172988871,FALSE,erakkokasikki
Cacicus chrysopterus,Golden-winged Cacique,gowcac1,63643,FALSE,pikkukasikki
Cacicus sclateri,Ecuadorian Cacique,ecucac1,243425,FALSE,naponkasikki
Cacicus koepckeae,Selva Cacique,selcac1,647590111,FALSE,selvakasikki
Cacicus microrhynchus,Scarlet-rumped Cacique,scrcac1,203898651,FALSE,
Cacicus pacificus,Pacific Cacique,,,FALSE,punaperäkasikki (pacificus)
Cacicus uropygialis,Subtropical Cacique,scrcac1,203898651,FALSE,punaperäkasikki
Cacicus vitellinus,Black-tailed Cacique,,,FALSE,
Cacicus cela,Yellow-rumped Cacique,yercac1,60740,FALSE,kultaperäkasikki
Cacicus leucoramphus,Northern Mountain Cacique,,,FALSE,
Cacicus chrysonotus,Southern Mountain Cacique,moucac1,537440,FALSE,andienkasikki
Cacicus haemorrhous,Red-rumped Cacique,rercac1,133926,FALSE,tuliperäkasikki
Cacicus oseryi,Casqued Oropendola,casoro2,11446,FALSE,kypäräkultapyrstö
Cacicus latirostris,Band-tailed Oropendola,batoro1,34417,FALSE,pikkukultapyrstö
Icterus parisorum,Scott's Oriole,scoori,112641,FALSE,jukkaturpiaali
Icterus graduacauda,Audubon's Oriole,audori,105567,FALSE,hupputurpiaali
Icterus chrysater,Yellow-backed Oriole,yebori1,61002,FALSE,kultaturpiaali
Icterus leucopteryx,Jamaican Oriole,jamori1,203886331,FALSE,jamaikanturpiaali
Icterus auratus,Orange Oriole,oraori1,151780351,FALSE,meksikonturpiaali
Icterus gularis,Altamira Oriole,altori,174962281,TRUE,kuningasturpiaali
Icterus nigrogularus,Yellow Oriole,yelori1,61015,FALSE,
Icterus galbula,Baltimore Oriole,balori,113501,TRUE,idänlehtoturpiaali
Icterus albeillei,Black-backed Oriole,blbori1,49377721,FALSE,
Icterus bullockiorum,Bullock's Oriole,bulori,125388,FALSE,lännenlehtoturpiaali
Icterus pustulatus,Streak-backed Oriole,stbori,109153,FALSE,viiruselkäturpiaali
Icterus mesomelas,Yellow-tailed Oriole,yetori1,296574411,FALSE,keltapyrstöturpiaali
Icterus pectoralis,Spot-breasted Oriole,spbori,165044,FALSE,täplärintaturpiaali
Icterus graceannae,White-edged Oriole,wheori1,21530,FALSE,tumbesinturpiaali
Icterus jamacaii,Campo Troupial,camtro1,209613,FALSE,brasiliankyläturpiaali
Icterus icterus,Venezuelan Troupial,ventro1,386542621,FALSE,venezuelankyläturpiaali
Icterus croconotus,Orange-backed Troupial,orbtro3,60388,FALSE,oranssiselkäturpiaali
Icterus maculialatus,Bar-winged Oriole,bawori1,622423688,FALSE,rinneturpiaali
Icterus wagleri,Black-vented Oriole,bkvori,203917481,FALSE,mustaperäturpiaali
Icterus cucullatus,Hooded Oriole,hooori,45180,FALSE,kapokkiturpiaali
Icterus prosthemelas,Black-cowled Oriole,bkcori,406179801,FALSE,keltaperäturpiaali
Icterus spurius,Orchard Oriole,orcori,94445,FALSE,tarhaturpiaali
Icterus fuertesi,Fuertes's Oriole,,,FALSE,
Icterus northropi,Bahama Oriole,graori3,32873421,FALSE,bahamanturpiaali
Icterus melanopsis,Cuban Oriole,graori2,59792041,FALSE,havannanturpiaali
Icterus bonana,Martinique Oriole,marori1,587891081,FALSE,martiniquenturpiaali
Icterus portoricensis,Puerto Rican Oriole,graori4,188058,FALSE,sanjuaninturpiaali
Icterus oberi,Montserrat Oriole,monori1,575343211,FALSE,montserratinturpiaali
Icterus dominicensis,Hispaniolan Oriole,graori1,180729,FALSE,hispaniolanturpiaali
Icterus laudabilis,St Lucia Oriole,stlori1,473914711,FALSE,saintlucianturpiaali
Icterus auricapillus,Orange-crowned Oriole,orcori1,60783,FALSE,oranssilakkiturpiaali
Icterus chrysocephalus,Moriche Oriole,,,FALSE,epolettiturpiaali
Icterus cayanensis,Epaulet Oriole,epaori1,388490441,FALSE,epolettiturpiaali
Icterus pyrrhopterus,Variable Oriole,epaori4,617935732,FALSE,olkainturpiaali
Nesopsar nigerrimus,Jamaican Blackbird,jambla1,565210801,FALSE,jamaikanmustaturpiaali
Agelaius humeralis,Tawny-shouldered Blackbird,tasbla,180051981,FALSE,antillienturpiaali
Agelaius xanthomus,Yellow-shouldered Blackbird,yesbla1,637497067,FALSE,puertoriconturpiaali
Agelaius tricolor,Tricolored Blackbird,tribla,50919891,FALSE,kalifornianturpiaali
Agelaius phoeniceus,Red-winged Blackbird,rewbla,110263341,TRUE,punaolkaturpiaali
Agelaius assimilis,Red-shouldered Blackbird,resbla1,188772041,FALSE,kuubanturpiaali
Molothrus rufoaxillaris,Screaming Cowbird,scrcow1,615096458,FALSE,silkkiturpiaali
Molothrus oryzivorus,Giant Cowbird,giacow,203694691,FALSE,kaulusturpiaali
Molothrus bonariensis,Shiny Cowbird,shicow,12599,TRUE,hohtoturpiaali
Molothrus ater,Brown-headed Cowbird,bnhcow,148572321,TRUE,lehmäturpiaali
Molothrus aeneus,Bronzed Cowbird,brocow,115684131,TRUE,pronssiturpiaali
Molothrus armenti,Bronze-brown Cowbird,,,FALSE,
Dives dives,Melodious Blackbird,melbla1,63910791,FALSE,lauluturpiaali
Dives warczewiczi,Scrub Blackbird,scrbla1,81148,FALSE,peltolauluturpiaali
Ptiloxena atroviolacea,Cuban Blackbird,cubbla,203887231,FALSE,kuubanlauluturpiaali
Euphagus carolinus,Rusty Blackbird,rusbla,206450,TRUE,korpiturpiaali
Euphagus cyanocephalus,Brewer's Blackbird,brebla,246338631,TRUE,peltoturpiaali
Quiscalus quiscula,Common Grackle,comgra,133330,TRUE,purppuraturpiaali
Q. q. versicolor,Bronzed Grackle,,,FALSE,
Quiscalus lugubris,Carib Grackle,cargra1,61234,FALSE,pihaturpiaali
Quiscalus nicaraguensis,Nicaraguan Grackle,nicgra1,649401153,FALSE,nicaraguanturpiaali
Quiscalus niger,Greater Antillean Grackle,gragra1,203888921,FALSE,antillienmölyturpiaali
Quiscalus major,Boat-tailed Grackle,botgra,73914,TRUE,mölyturpiaali/pitkäpyrstöturpiaali
Quiscalus mexicanus,Great-tailed Grackle,grtgra,614993910,TRUE,mölyturpiaali/pitkäpyrstöturpiaali
†Quiscalus palustris,Slender-billed Grackle,slbgra1,,FALSE,
Lampropsar tanagrinus,Velvet-fronted Grackle,vefgra1,29251,FALSE,samettiturpiaali
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,rebgra1,165954,FALSE,punavatsaturpiaali
Gymnomystax mexicanus,Oriole Blackbird,oribla1,204023301,FALSE,kuhankeittäjäturpiaali
Macroagelaius subalaris,Mountain Grackle,mougra1,324501961,FALSE,kolumbianvuoriturpiaali
Macroagelaius imthurni,Golden-tufted Grackle,gotgra1,203952941,FALSE,tepuivuoriturpiaali
Amblyramphus holosericeus,Scarlet-headed Blackbird,schbla1,203917431,FALSE,punahupputurpiaali
Curaeus curaeus,Austral Blackbird,ausbla1,623792400,FALSE,mustaturpiaali
Curaeus forbesi,Forbes's Blackbird,forbla1,114846,FALSE,pikkumustaturpiaali
Gnorimopsar chopi,Chopi Blackbird,chobla1,132753,FALSE,pikiturpiaali
Agelaioides badius,Greyish Baywing,bawcow4,161071901,FALSE,ruskoturpiaali
Agelaioides fringillarius,Pale Baywing,bawcow3,54954,FALSE,
Oreopsar bolivianus,Bolivian Blackbird,bolbla1,633602681,FALSE,bolivianmustaturpiaali
Agelasticus thilius,Yellow-winged Blackbird,yewbla2,203892681,FALSE,liekkisiipiturpiaali
Agelasticus cyanopus,Unicolored Blackbird,unibla2,635626852,FALSE,mustakosteikkoturpiaali
Agelasticus xanthophthalmus,Pale-eyed Blackbird,paebla2,13309,FALSE,perunkosteikkoturpiaali
Chrysomus icterocephalus,Yellow-hooded Blackbird,yehbla2,61053,FALSE,sitruunahupputurpiaali
Chrysomus ruficapillus,Chestnut-capped Blackbird,chcbla2,119424701,FALSE,kastanjalakkiturpiaali
Xanthopsar flavus,Saffron-cowled Blackbird,sacbla2,135156051,FALSE,laplatanturpiaali
Pseudoleistes guirahuro,Yellow-rumped Marshbird,yermar1,615924905,FALSE,keltasuoturpiaali
Pseudoleistes virescens,Brown-and yellow Marshbird,baymar1,100332041,FALSE,ruskosuoturpiaali
PARULIDAE,New World Warblers,,,FALSE,
Seiurus aurocapilla,Ovenbird,ovenbi1,216853,TRUE,tulipääkerttuli
Helmitheros vermivorum,Worm-eating Warbler,woewar1,84859,FALSE,viirupääkerttuli
Parkesia motacilla,Louisiana Waterthrush,louwat,341945051,FALSE,purokerttuli
Parkesia noveboracensis,Northern Waterthrush,norwat,86389,FALSE,rantakerttuli
Vermivora bachmanii,Bachman's Warbler,bacwar,10718,FALSE,surukerttuli
Vermivora chrysoptera,Golden-winged Warbler,gowwar,527190,FALSE,kultasiipikerttuli
Vermivora cyanoptera,Blue-winged Warbler,buwwar,339920491,TRUE,kultakerttuli
Mniotilta varia,Black-and-white Warbler,bawwar,27196,TRUE,kiipijäkerttuli
Protonotaria citrea,Prothonotary Warbler,prowar,99435531,TRUE,kolokerttuli
Limnothlypis swainsonii,Swainson's Warbler,swawar,73908,FALSE,lymykerttuli
Oreothlypis superciliosa,Crescent-chested Warbler,crcwar,342071391,FALSE,sirppikerttuli
Oreothlypis gutturalis,Flame-throated Warbler,fltwar1,205758,FALSE,liekkikerttuli
Leiothlypis peregrina,Tennessee Warbler,tenwar,85236,FALSE,kanadankerttuli
Leiothlypis celata,Orange-crowned Warbler,orcwar,366011911,FALSE,viherkerttuli
Leiothlypis crissalis,Colima Warbler,colwar,452645361,FALSE,tammikerttuli
Leiothlypis luciae,Lucy's Warbler,lucwar,133958601,FALSE,rusoperäkerttuli
Leiothlypis ruficapilla,Nashville Warbler,naswar,98800,FALSE,harmaapääkerttuli
Leiothlypis virginiae,Virginia's Warbler,virwar,105313461,FALSE,tuijakerttuli
Leucopeza semperi,Semper's Warbler,semwar1,,FALSE,saintluciankerttuli
Oporornis agilis,Connecticut Warbler,conwar,103567031,FALSE,rämekerttuli
Geothlypis poliocephala,Grey-crowned Yellowthroat,gycyel,209220,FALSE,niittynaamiokerttuli
Geothlypis chiriquensis,Chiriqui Yellowthroat,,,FALSE,panamankerttuli
Geothlypis auricularis,Black-lored Yellowthroat,masyel4,11017,FALSE,
Geothlypis aequinoctialis,Masked Yellowthroat,masyel2,70373,FALSE,luhtanaamiokerttuli
Geothlypis tolmiei,MacGillvray's Warbler,macwar,342407871,FALSE,valkoluomikerttuli
Geothlypis philadelphia,Mourning Warbler,mouwar,59594971,FALSE,korpikerttuli
Geothlypis formosa,Kentucky Warbler,kenwar,341674081,FALSE,lehtokerttuli
Geothlypis bairdi,Baird's Warbler,,,FALSE,
Geothlypis semiflava,Olive-crowned Yellowthroat,olcyel1,48170421,FALSE,kolumbiannaamiokerttuli
Geothlypis speciosa,Black-polled Yellowthroat,blpyel1,204021781,FALSE,nokiotsakerttuli
Geothlypis beldingi,Belding's Yellowthroat,belyel1,50211101,FALSE,kaliforniannaamiokerttuli
Geothlypis rostrata,Bahama Yellowthroat,bahyel1,89305761,FALSE,bahamannaamiokerttuli
Geothlypis flavovelata,Altamira Yellowthroat,altyel1,354405411,FALSE,suolakkokerttuli
Geothlypis trichas,Common Yellowthroat,comyel,94345,TRUE,naamiokerttuli
Geothlypis nelsoni,Hooded Yellowthroat,hooyel1,362556461,FALSE,meksikonnaamiokerttuli
Catharopeza bishopi,Whistling Warbler,whiwar1,450300291,FALSE,viheltäjäkerttuli
Setophaga plumbea,Plumbeous Warbler,pluwar1,203902981,FALSE,hiirikerttuli
Setophaga angelae,Elfin Woods Warbler,elwwar1,138899,FALSE,puertoriconkerttuli
Setophaga pharetra,Arrowhead Warbler,arrwar1,560481711,FALSE,jamaikankerttuli
Setophaga citrina,Hooded Warbler,hoowar,211804851,TRUE,huppukerttuli
Setophaga ruticilla,American Redstart,amered,534354,TRUE,loistokerttuli
Setophaga kirtlandii,Kirtland's Warbler,kirwar,13982,FALSE,kulokerttuli
Setophaga tigrina,Cape May Warbler,camwar,68917,FALSE,rusoposkikerttuli
Setophaga cerulea,Cerulean Warbler,cerwar,85119,TRUE,latvuskerttuli
Setophaga americana,Northern Parula,norpar,351946681,FALSE,tiaiskerttuli
Setophaga pitiayumi,Tropical Parula,tropar,444656371,TRUE,naamiotiaiskerttuli
Setophaga graysoni,Socorro Parula,,,FALSE,naamiotiaiskerttuli (graysoni)
Setophaga magnolia,Magnolia Warbler,magwar,228996,FALSE,magnoliakerttuli
Setophaga castanea,Bay-breasted Warbler,babwar,249809,FALSE,rusorintakerttuli
Setophaga fusca,Blackburnian Warbler,bkbwar,9576,FALSE,tulikurkkukerttuli
Setophaga petechia,American Yellow Warbler,manwar1,203907381,TRUE,
S. p. petechia,Golden Warbler,,,FALSE,
S. p. erithachorides,Mangrove Warbler,,,FALSE,
Setophaga pensylvanica,Chestnut-sided Warbler,chswar,98242481,FALSE,rusokylkikerttuli
Setophaga striata,Blackpoll Warbler,bkpwar,94362,TRUE,viirukerttuli
Setophaga caerulescens,Black-throated Blue Warbler,btbwar,342066171,FALSE,sinikerttuli
Setophaga palmarum,Palm Warbler,palwar,229598,FALSE,ruskokruunukerttuli
Setophaga pityophila,Olive-capped Warbler,olcwar1,33096880,FALSE,viherlakkikerttuli
Setophaga pinus,Pine Warbler,pinwar,9871,FALSE,mäntykerttuli
Setophaga auduboni,Audubon's Warbler,,,FALSE,
Setophaga coronata,Myrtle Warbler,yerwar,85245,TRUE,keltaperäkerttuli
Setophaga dominica,Yellow-throated Warbler,yetwar,191290,FALSE,keltarintakerttuli
Setophaga flavescens,Bahama Warbler,yetwar3,32872521,FALSE,bahamankerttuli
Setophaga vitellina,Vitelline Warbler,vitwar1,598294261,FALSE,caymaninkerttuli
Setophaga discolor,Prairie Warbler,prawar,164439851,FALSE,pensaskerttuli
Setophaga adelaidae,Adelaide's Warbler,adewar1,69511,FALSE,livertäjäkerttuli
Setophaga subita,Barbuda Warbler,barwar,619499497,FALSE,barbudanlivertäjäkerttuli
Setophaga delicata,St Lucia Warbler,stlwar,51026,FALSE,saintlucianlivertäjäkerttuli
Setophaga graciae,Grace's Warbler,grawar,45087,FALSE,havukerttuli
Setophaga nigrescens,Black-throated Grey Warbler,btywar,50127,FALSE,viiksikerttuli
Setophaga townsendi,Townsend's Warbler,towwar,47707,FALSE,kuusikerttuli
Setophaga occidentalis,Hermit Warbler,herwar,539751,FALSE,kaliforniankerttuli
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar,40561,FALSE,teksasinkerttuli
Setophaga virens,Black-throated Green Warbler,btnwar,107395,FALSE,sypressikerttuli
Myiothlypis luteoviridis,Northern Citrine Warbler,citwar1,67188,FALSE,keltakulmakerttuli
Myiothlypis striaticeps,Peruvian Citrine Warbler,,,FALSE,
Myiothlypis euophrys,Bolivian Citrine Warbler,,,FALSE,
Myiothlypis basilica,Santa Marta Warbler,samwar1,619505182,FALSE,santamartankerttuli
Myiothlypis leucophrys,White-striped Warbler,whswar2,34098,FALSE,kilkuttajakerttuli
Myiothlypis flaveola,Flavescent Warbler,flawar1,9109,FALSE,kenttäkerttuli
Myiothlypis leucoblephara,White-rimmed Warbler,whbwar2,203700981,FALSE,harmaakruunukerttuli
Myiothlypis signata,Pale-legged Warbler,palwar1,212288,FALSE,inkakerttuli
Myiothlypis nigrocristata,Black-crested Warbler,blcwar2,204023621,FALSE,mustakruunukerttuli
Myiothlypis fulvicauda,Buff-rumped Warbler,burwar1,520356401,FALSE,virtakerttuli
Myiothlypis mesoleuca,Northern Riverbank Warbler,,,FALSE,
Myiothlypis rivularis,Southern Riverbank Warbler,rivwar1,88367,FALSE,jokikerttuli
Myiothlypis roraime,Roraiman Warbler,,,FALSE,
Myiothlypis bivittata,Two-banded Warbler,twbwar1,189541,FALSE,duettokerttuli
Myiothlypis chlorophrys,Choco Warbler,gobwar4,203922691,FALSE,
Myiothlypis chrysogaster,Golden-bellied Warbler,gobwar3,532078841,FALSE,oliivikulmakerttuli
Myiothlypis conspicillata,White-lored Warbler,whlwar1,167146,FALSE,kolumbiankerttuli
Myiothlypis cinereicollis,Grey-throated Warbler,gytwar1,360335791,FALSE,harmaarintakerttuli
Myiothlypis fraseri,Grey-and-gold Warbler,gagwar2,122726,FALSE,ecuadorinkerttuli
Myiothlypis coronatus,Russet-crowned Warbler,rucwar1,391722021,FALSE,tulikruunukerttuli
Basileuterus lachrymosus,Fan-tailed Warbler,fatwar,503546041,FALSE,viuhkapyrstökerttuli
Basileuterus rufifrons,Rufous capped Warbler,rucwar,109139,FALSE,kastanjaposkikerttuli
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1,203939491,FALSE,mustaposkikerttuli
Basileuterus ignotus,Pirre Warbler,pirwar1,70096041,FALSE,pirrenkerttuli
Basileuterus belli,Golden-browed Warbler,gobwar1,612576719,FALSE,ruskonaamiokerttuli
Basileuterus culicivorus,Stripe-crowned Warbler,gcrwar,67206,FALSE,hippiäiskerttuli
Basileuterus cabanisi,Yellow-crowned Warbler,,,FALSE,
Basileuterus auricapila,Golden-crowned Warbler,gcrwar,67206,FALSE,
Basileuterus hypoleucus,White-bellied Warbler,,,FALSE,valkovatsakerttuli
Basileuterus trifasciatus,Three-banded Warbler,thbwar2,130400,FALSE,harmaakurkkukerttuli
Basileuterus tristriatus,Three-striped Warbler,thswar1,78035,FALSE,juovapääkerttuli
Basileuterus griseiceps,Grey-headed Warbler,,,FALSE,venezuelankerttuli
Cardellina canadensis,Canada Warbler,canwar,93792,TRUE,viirurintakerttuli
Cardellina pusilla,Wilson's Warbler,wlswar,206468,FALSE,sitruunakerttuli
Cardellina rubrifrons,Red-faced Warbler,refwar,250659771,FALSE,mustahilkkakerttuli
Cardellina rubra,Red Warbler,redwar1,48256301,FALSE,tulikerttuli
Cardellina versicolor,Pink-headed Warbler,pihwar1,348354581,FALSE,ruusukerttuli
Myioborus pictus,Painted Whitestart,paired,147592,TRUE,loistoviuhkakerttuli
Myioborus miniatus,Slate-throated Whitestart,sltred,84299,FALSE,huppuviuhkakerttuli
Myioborus brunniceps,Brown-capped Whitestart,brcred1,203961771,FALSE,nokiviuhkakerttuli
Myioborus flavivertex,Yellow-crowned Whitestart,yecred1,167225,FALSE,kolumbianviuhkakerttuli
Myioborus albifrons,White-fronted Whitestart,whfred2,306095971,FALSE,valkorillikerttuli
Myioborus chrysops,Golden-fronted Whitestart,,,FALSE,
Myioborus ornatus,Yellow-fronted Whitestart,gofred1,44480421,FALSE,keltapääkerttuli
Myioborus melanocephalus,Spectacled Whitestart,spered1,18053,FALSE,andienviuhkakerttuli
Myioborus torquatus,Collared Whitestart,colred1,46236571,FALSE,suruvyökerttuli
Myioborus pariae,Yellow-faced Whitestart,parred1,382591211,FALSE,keltarillikerttuli
Myioborus albifacies,White-faced Whitestart,whfred1,,FALSE,valkonaamakerttuli
Myioborus cardonai,Guaiquinima Whitestart,sabred1,,FALSE,venezuelanviuhkakerttuli
Myioborus castaneocapilla,Tepui Whitestart,tepred1,388463741,FALSE,tepuiviuhkakerttuli
PHAENICOPHILIDAE,Hispaniolan Tanagers,,,FALSE,
Phaenicophilus palmarum,Black-crowned Palm-tanager,bcptan1,203886031,FALSE,hispaniolantangara
Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,gcptan1,16317,FALSE,pikkuhispaniolantangara
Xenoligea montana,White-winged Warbler,whwwar1,204022791,FALSE,hispaniolankerttuli
Microligea palustris,Green-tailed Warbler,grtwar1,204022831,FALSE,hispaniolanviherkerttuli
SPINDALIDAE,Spindalises,,,FALSE,
Spindalis zena,Western Spindalis,wesspi,203885311,FALSE,sirkkutangara
Spindalis dominicensis,Hispaniolan Spindalis,hisspi,204022761,FALSE,hispaniolansirkkutangara
Spindalis portoricensis,Puerto Rican Spindalis,purspi,612720905,FALSE,puertoriconsirkkutangara
Spindalis nigricephala,Jamaican Spindalis,jamspi,565098931,FALSE,jamaikansirkkutangara
NESOSPINGIDAE,Puerto Rican Tanager,purtan1,352889751,FALSE,
Nesospingus speculiferus,Puerto Rican Tanager,purtan1,352889751,FALSE,puertoricontangara
CALYPTOPHILIDAE,Chat-tanager,,,FALSE,
Calyptophilus tertius,Western Chat-tanager,wectan1,35348,FALSE,lännenrotkotangara
Calyptophilus frugivorus,Eastern Chat-tanager,eactan1,546927601,FALSE,rotkotangara
MITROSPINGIDAE,Mitrospingid Tanagers,,,FALSE,
Lambrospiza melanoleuca,Red-billed Pied Tanager,rbptan1,322199001,FALSE,
Mitrospingus cassinii,Dusky-faced Tanager,duftan1,368403971,FALSE,valkosilmätangara
Mitrospingus oleagineus,Olive-backed Tanager,olbtan1,386198381,FALSE,tepuitangara
Orthogonys chloricterus,Olive-green Tanager,olgtan1,227095051,FALSE,viherlörppötangara
CARDINALIDAE,Cardinals,,,FALSE,
Pheucticus chrysopeplus,Yellow Grosbeak,yelgro,109199,FALSE,keltakardinaali
Pheucticus tibialis,Black-thighed Grosbeak,bltgro1,114963841,FALSE,kultakardinaali
Pheucticus chrysogaster,Golden Grosbeak,gobgro1,63351,FALSE,keltavatsakardinaali
Pheucticus aureoventris,Black-backed Grosbeak,blbgro2,171581,FALSE,mustahuppukardinaali
Pheucticus ludovicianus,Rose-breasted Grosbeak,robgro,94327,TRUE,punarintakardinaali
Pheucticus melanocephalus,Black-headed Grosbeak,bkhgro,617204153,FALSE,mustapääkardinaali
Granatellus venustus,Red-breasted Chat,rebcha1,621182551,FALSE,ruusuvatsakerttuli
Granatellus francescae,Tres Marias Chat,,,FALSE,
Granatellus sallaei,Grey-throated Chat,grtcha1,203692791,FALSE,jukataninkerttuli
Granatellus pelzelni,Rose-breasted Chat,robcha2,386045651,FALSE,
Granatellus paraensis,Rose-bellied Chat,robcha3,194395401,FALSE,
Spiza americana,Dickcissel,dickci,76767,TRUE,preeriakardinaali
Passerina cyanea,Indigo Bunting,indbun,638610398,TRUE,indigokardinaali
Passerina caerulea,Blue Grosbeak,blugrb1,94465,TRUE,sinikardinaali
Passerina amoena,Lazuli Bunting,lazbun,247670341,TRUE,turkoosikardinaali
Passerina rositae,Rose-bellied Bunting,robbun1,643960574,FALSE,ruusuvatsakardinaali
Passerina leclancherii,Orange-breasted Bunting,orbbun1,157624361,TRUE,kultarintakardinaali
Passerina versicolor,Varied Bunting,varbun,247329621,FALSE,purppurakardinaali
Passerina ciris,Painted Bunting,paibun,334945671,TRUE,sateenkaarikardinaali
Cyanocompsa parellina,Blue Bunting,blubun,159335441,FALSE,silkkikardinaali
Amaurospiza relicta,Slate-blue Seedeater,,,FALSE,
Amaurospiza moesta,Blue Seedeater,blbsee3,463090681,FALSE,tummasinisirkkunen
A. m. carrizalensis,Carrizal Seedeater,carsee1,237076531,FALSE,
Cyanoloxia cyanoides,Blue-back Grosbeak,bubgro1,157722631,FALSE,hohtokardinaali
Cyanoloxia rothschildii,Amazonian Grosbeak,bubgro2,378455111,FALSE,
Cyanoloxia brissonii,Ultramarine Grosbeak,ultgro1,173493471,TRUE,samettikardinaali
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,glbgro1,203960181,FALSE,kobolttikardinaali
Habia fuscicauda,Red-throated Ant-tanager,rtatan1,166341601,FALSE,muurahaistangara
Habia gutturalis,Sooty Ant-tanager,soatan1,644609903,FALSE,nokimuurahaistangara
Habia atrimaxillaris,Black-cheeked Ant-tanager,bcatan1,215109,FALSE,costaricanmuurahaistangara
Habia cristata,Crested Ant-tanager,cratan1,204008981,FALSE,töyhtömuurahaistangara
Habia rubica,Red-crowned Ant-tanager,rcatan1,172606231,FALSE,kruunumuurahaistangara
Habia carmioli,Carmiol's Tanager,olitan1,325333711,FALSE,
Habia frenata,Yellow-lored Tanager,cartan2,138819,FALSE,
Habia olivacea,Lemon-spectacled Tanager,lestan,546618521,FALSE,rillilörppötangara
Habia stolzmanni,Ochre-breasted Tanager,ocbtan1,288962571,FALSE,lörppötangara
Piranga roseogularis,Rose-throated Tanager,rottan1,179756661,FALSE,jukatanintangara
Piranga erythrocephala,Red-headed Tanager,rehtan1,109187,FALSE,meksikontulitangara
Piranga rubriceps,Red-hooded Tanager,rehtan2,204023461,FALSE,andientulitangara
Piranga leucoptera,White-winged Tanager,whwtan1,389387341,FALSE,punatangara
Piranga olivacea,Scarlet Tanager,scatan,94418,TRUE,tulitangara
Piranga rubra,Summer Tanager,sumtan,141113,FALSE,kesätangara
Piranga bidentata,Flame-colored Tanager,flctan,165083,FALSE,liekkitangara
Piranga ludoviciana,Western Tanager,westan,112606,TRUE,tammitangara
Piranga hepatica,Hepatic Tanager,heptan,87917,FALSE,
P. h. lutea,Highland Hepatic-tanager,,,FALSE,
Piranga flava,Red Tanager,heptan,87917,FALSE,purppuratangara
Cardinalis cardinalis,Northern Cardinal,norcar,107279,TRUE,punakardinaali
Cardinalis phoeniceus,Vermilion Cardinal,vercar1,365936361,FALSE,veritöyhtökardinaali
Cardinalis sinuatus,Pyrrhuloxia,pyrrhu,40568,TRUE,verikardinaali
Caryothraustes poliogaster,Black-faced Grosbeak,blfgro1,468399431,FALSE,mustanaamakardinaali
Caryothraustes canadensis,Yellow-green Grosbeak,yeggro1,203957221,FALSE,sitruunakardinaali
Caryothraustes celaeno,Crimson-collared Grosbeak,crcgro,49377881,FALSE,punaliivikardinaali
Caryothraustes erythromelas,Red-and-black Grosbeak,rabgro1,63317,FALSE,ruusukardinaali
Saltator albicollis,Lesser Antillean Saltator,leasal1,93364,FALSE,viirukardinaali
Saltator maximus,Buff-throated Saltator,butsal1,184574,FALSE,viherkardinaali
Saltator atripennis,Black-winged Saltator,blwsal1,203699161,FALSE,mustasiipikardinaali
Saltator atriceps,Black-headed Saltator,blhsal1,157526271,FALSE,maiskuttajakardinaali
Saltator nigriceps,Black-cowled Saltator,blcsal1,204023471,FALSE,piurankardinaali
Saltator fuliginosus,Black-throated Grosbeak,bltgro2,630279493,FALSE,nokikardinaali
Saltator grossus,Slate-colored Grosbeak,slcgro1,25660,FALSE,valkokurkkukardinaali
Saltator cinctus,Masked Saltator,massal1,203952991,FALSE,bambukardinaali
Saltator maxillosus,Thick-billed Saltator,thbsal1,465610511,FALSE,ruskokardinaali
Saltator aurantiirostris,Golden-billed Saltator,gobsal1,52549,FALSE,oranssinokkakardinaali
Coereba flaveola,Bananaquit,banana,67156,TRUE,banaanikerttuli
Tiaris olivaceus,Yellow-faced Grassquit,yefgra1,212781241,FALSE,kultakurkkusirkkunen
Euneornis campestris,Orangequit,orange1,203962571,FALSE,jamaikansirkku
Pyrrhulagra portoricensis,Puerto Rican Bullfinch,purbul1,634965675,FALSE,
