Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,de
Arachnothera affinis,Streaky-breasted Spiderhunter,stbspi2,189575581,FALSE,Strichelbrust-Spinnenjäger
Arachnothera modesta,Grey-breasted Spiderhunter,gybspi2,589343051,FALSE,Graubrust-Spinnenjäger
Chalcoparia sinegalensis,Ruby-cheeked Sunbird,rucsun2,610992689,FALSE,
Deleornis fraseri,Scarlet-tufted Sunbird,sctsun2,23340,FALSE,Laubnektarvogel
Deleornis axillaris,Grey-headed Sunbird,gyhsun1,527795761,FALSE,Graukopf-Nektarvogel
Anthreptes reichenowi,Plain-backed Sunbird,plbsun1,22662,FALSE,Blaukehl-Nektarvogel
Anthreptes anchietae,Anchieta's Sunbird,ancsun1,277204,FALSE,Buntbauch-Nektarvogel
Anthreptes simplex,Plain Sunbird,plasun1,101509181,FALSE,Schlichtnektarvogel
Anthreptes malacensis,Brown-throated Sunbird,pltsun2,182414441,FALSE,Braunkehl-/Graukehl-Nektarvogel
Anthreptes griseigullaris,Grey-throated Sunbird,,,FALSE,
Anthreptes rhodolaemus,Red-throated Sunbird,retsun3,213586,FALSE,Rotkehl-Nektarvogel
Anthreptes gabonicus,Mouse-brown Sunbird,mobsun1,643755302,FALSE,Mangrovenektarvogel
Anthreptes longuemarei,Western Violet-backed Sunbird,wvbsun1,37229,FALSE,Violettmantel-Nektarvogel
Anthreptes orientalis,Eastern Violet-backed Sunbird,kvbsun1,33655901,FALSE,Schwalbennektarvogel
Anthreptes neglectus,Uluguru Violet-backed Sunbird,uvbsun1,651798345,FALSE,Ulugurunektarvogel
Anthreptes aurantius,Violet-tailed Sunbird,vitsun1,626069576,FALSE,Violettschwanz-Nektarvogel
Anthreptes seimundi,Little Green Sunbird,ligsun2,396920351,FALSE,Stutzschwanz-Nektarvogel
Anthreptes rectirostris,Yellow-chinned Sunbird,grnsun1,433157311,FALSE,Gelbkehl-Nektarvogel
Anthreptes tephrolaemus,Grey-chinned Sunbird,grnsun2,308900511,FALSE,Goldband-Nektarvogel
Anthreptes rubritorques,Banded Sunbird,bansun1,280503,FALSE,Rotband-Nektarvogel
Hedydipna collaris,Collared Sunbird,colsun2,203938341,FALSE,Halsband-Nektarvogel
Hedydipna platura,Pygmy Sunbird,pygsun2,634394845,FALSE,Grünkehl-Nektarvogel
Hedydipna metallica,Nile Valley Sunbird,nivsun2,27830931,FALSE,Erznektarvogel
Hedydipna pallidigaster,Amani Sunbird,amasun2,625982356,FALSE,Amaninektarvogel
Anabathmis reichenbachii,Reichenbach's Sunbird,reisun2,203990091,FALSE,Reichenbach-Nektarvogel
Anabathmis hartlaubii,Principe Sunbird,prisun2,632783655,FALSE,Hartlaub-Nektarvogel
Anabathmis newtonii,Newton's Sunbird,newsun2,96212,FALSE,Gelbbrust-Nektarvogel
Dreptes thomensis,Giant Sunbird,satsun1,632644571,FALSE,Riesennektarvogel
Anthobaphes violacea,Orange-breasted Sunbird,orbsun2,589931081,FALSE,Goldbrust-Nektarvogel
Cyanomitra verticalis,Green-headed Sunbird,gnhsun1,204022391,FALSE,Grünkopf-Nektarvogel
Cyanomitra bannermani,Bannerman's Sunbird,bansun3,397099561,FALSE,Bannerman-Nektarvogel
Cyanomitra cyanolaema,Blue-throated Brown Sunbird,btbsun2,1177,FALSE,Braunrücken-Nektarvogel
Cyanomitra oritis,Cameroon Sunbird,camsun2,537229,FALSE,Blaukopf-Nektarvogel
Cyanomitra alinae,Blue-headed Sunbird,buhsun1,608949266,FALSE,Ruwenzorinektarvogel
Cyanomitra olivacea,Olive Sunbird,eaosun1,645900287,FALSE,Olivnektarvogel
Cyanomitra verreauxii,Mouse-coloured Sunbird,,,FALSE,Graunektarvogel
Chalcomitra adelberti,Buff-throated Sunbird,butsun2,203936031,FALSE,Fahlkehl-Glanzköpfchen
Chalcomitra fuliginosa,Carmelite Sunbird,carsun2,1601,FALSE,Rußglanzköpfchen
Chalcomitra rubescens,Green-throated Sunbird,gntsun1,300072261,FALSE,Grünkehl-Glanzköpfchen
Chalcomitra amethystina,Amethyst Sunbird,amesun2,203938381,FALSE,Amethystglanzköpfchen
Chalcomitra senegalensis,Scarlet-chested Sunbird,sccsun2,589753621,FALSE,Rotbrust-Glanzköpfchen
Chalcomitra hunteri,Hunter's Sunbird,hunsun2,14902,FALSE,Purpurbürzel-Glanzköpfchen
Chalcomitra balfouri,Socotra Sunbird,socsun2,625121433,FALSE,Sokotraglanzköpfchen
Leptocoma zeylonica,Purple-rumped Sunbird,pursun3,255914691,FALSE,Indiennektarvogel
Leptocoma minima,Crimson-backed Sunbird,crbsun2,614264649,FALSE,Däumlingsnektarvogel
Leptocoma brasiliana,Maroon-bellied Sunbird,vahsun1,164131,FALSE,Blauglanz-Nektarvogel
Leptocoma sperata,Purple-throated Sunbird,putsun3,203997791,FALSE,Purpurkehl-Nektarvogel
Leptocoma juliae,Orange-lined Sunbird,,,FALSE,
Leptocoma aspasia,Black Sunbird,blksun1,166548171,FALSE,Seidennektarvogel
Leptocoma calcostetha,Copper-throated Sunbird,cotsun2,334510861,FALSE,Kupferkehl-Nektarvogel
Nectarinia bocagii,Bocage's Sunbird,bocsun2,501888031,FALSE,Bocagenektarvogel
Nectarinia purpureiventris,Purple-breasted Sunbird,pubsun3,1016,FALSE,Purpurbrust-Nektarvogel
Nectarinia tacazze,Tacazze Sunbird,tacsun1,33720531,FALSE,Tacazzenektarvogel
Nectarinia kilimensis,Bronze Sunbird,brosun1,14906,FALSE,Bronzenektarvogel
Nectarinia famosa,Malachite Sunbird,malsun1,203948561,FALSE,Malachitnektarvogel
Nectarinia johnstoni,Red-tufted Sunbird,retsun2,623280385,FALSE,Lobeliennektarvogel
Drepanorhynchus reichenowi,Golden-winged Sunbird,gowsun2,475713231,FALSE,Goldschwingen-Nektarvogel
Aethopyga primigenia,Grey-hooded Sunbird,gyhsun2,623708661,FALSE,Grauhauben-Nektarvogel
Aethopyga boltoni,Apo Sunbird,moasun1,526850011,FALSE,Mindanaonektarvogel
Ploceus nigrimentus,Black-chinned Weaver,bkcwea1,,FALSE,Schwarzkinnweber
Ploceus bertrandi,Bertram's Weaver,berwea2,586073031,FALSE,Malawiweber
Ploceus pelzelni,Slender-billed Weaver,slbwea1,652641310,FALSE,Mönchsweber
Ploceus subpersonatus,Loango Weaver,loawea1,612366646,FALSE,Loangoweber
Ploceus luteolus,Little Weaver,litwea1,203974241,FALSE,Zwergweber
Ploceus ocularis,Spectacled Weaver,spewea1,277264,FALSE,Brillenweber
Ploceus brachypterus,Olive-naped Weaver,bknwea1,203896611,FALSE,Olivnacken-/Kurzflügelweber
Ploceus nigricollis,Black-necked Weaver,bknwea2,1218,FALSE,Olivnacken-/Kurzflügelweber
Ploceus alienus,Strange Weaver,strwea1,112521061,FALSE,Meisenweber
Ploceus melanogaster,Black-billed Weaver,blbwea1,24837,FALSE,Schwarzbauchweber
Ploceus capensis,Cape Weaver,capwea1,621767672,FALSE,Kapweber
Ploceus temporalis,Bocage's Weaver,bocwea1,583183041,FALSE,Bocageweber
Ploceus subaureus,African Golden Weaver,afgwea1,200108301,FALSE,Goldweber
Ploceus xanthops,Holub's Golden Weaver,hogwea1,1333,FALSE,Safranweber
Ploceus aurantius,Orange Weaver,orawea1,203920881,FALSE,Königsweber
Ploceus heuglini,Heuglin's Masked Weaver,hemwea1,261231891,FALSE,Heuglinweber
Ploceus bojeri,Golden Palm Weaver,gopwea1,306622951,FALSE,Palmenweber
Ploceus castaneiceps,Taveta Golden Weaver,tagwea1,280234,FALSE,Tavetaweber
Ploceus princeps,Principe Golden Weaver,prgwea1,95205,FALSE,Prinzenweber
Ploceus castanops,Northern Brown-throated Weaver,nbtwea1,609068668,FALSE,Riedweber
Ploceus xanthopterus,Southern Brown-throated Weaver,sbtwea1,203935411,FALSE,Braunkehlweber
Ploceus burnieri,Kilombero Weaver,kilwea1,135957,FALSE,Kilomberoweber
Ploceus galbula,Rüppell's Weaver,ruewea1,626369859,FALSE,Gilbweber
Ploceus taeniopterus,Northern Masked Weaver,nomwea1,315416111,FALSE,Goldmantelweber
Ploceus intermedius,Lesser Masked Weaver,lesmaw1,203937231,FALSE,Cabanisweber
Ploceus velatus,Southern Masked Weaver,afmwea,623286423,FALSE,Maskenweber
Ploceus upembae,Upemba Masked Weaver,,,FALSE,
Ploceus katangae,Katanga Masked Weaver,kamwea1,,FALSE,Katangaweber
Ploceus ruweti,Lufira Masked Weaver,lalmaw1,,FALSE,Ruwetweber
Ploceus reichardi,Tanganyika Masked Weaver,tanmaw1,,FALSE,Reichardweber
Ploceus vitellinus,Vitelline Masked Weaver,vimwea1,262754711,FALSE,Dotterweber
Ploceus spekei,Speke's Weaver,spewea2,14478,FALSE,Somaliweber
Ploceus spekeoides,Fox's Weaver,foxwea1,623441327,FALSE,Ugandaweber
Ploceus cucullatus,Village Weaver,vilwea1,647764861,FALSE,Dorfweber
Ploceus grandis,Giant Weaver,giawea1,632784992,FALSE,Riesenweber
Ploceus castaneofuscus,Chestnut-and-black Weaver,viewea2,203912181,FALSE,Fuchs-/Vieillotweber
Ploceus nigerrimus,Vieillot's Black Weaver,viewea3,1240,FALSE,Fuchs-/Vieillotweber
Ploceus weynsi,Weyns's Weaver,weywea1,609068675,FALSE,Weynsweber
Ploceus golandi,Clarke's Weaver,clawea1,592148401,FALSE,Golandweber
Ploceus dicrocephalus,Juba Weaver,salwea1,21585651,FALSE,Gelbrückenweber
Ploceus melanocephalus,Black-headed Weaver,blhwea1,393146571,FALSE,Schwarzkopfweber
Ploceus jacksoni,Golden-backed Weaver,gobwea1,203915341,FALSE,Jacksonweber
Ploceus badius,Cinnamon Weaver,cinwea1,,FALSE,Zimtweber
Ploceus rubiginosus,Chestnut Weaver,chewea1,280059,FALSE,Maronenweber
Ploceus aureonucha,Golden-naped Weaver,gonwea1,,FALSE,Goldnackenweber
Ploceus tricolor,Yellow-mantled Weaver,yemwea1,636339809,FALSE,Dreifarbweber
Ploceus albinucha,Maxwell's Black Weaver,mabwea1,203964871,FALSE,Rußweber
Ploceus nelicourvi,Nelicourvi Weaver,nelwea1,624427977,FALSE,Grünweber
Ploceus sakalava,Sakalava Weaver,sakwea1,86450,FALSE,Sakalavaweber
Ploceus hypoxanthus,Asian Golden Weaver,asgwea2,472418231,FALSE,Kernbeisserweber
Ploceus superciliosus,Compact Weaver,comwea1,1317,FALSE,Kastanienscheitelweber
Ploceus benghalensis,Black-breasted Weaver,benwea1,30001291,FALSE,Bengalenweber
Ploceus manyar,Streaked Weaver,strwea2,204024081,FALSE,Manyarweber
Ploceus philippinus,Baya Weaver,baywea1,621301463,TRUE,Bayaweber
Ploceus megarhynchus,Finn's Weaver,yelwea1,636091448,FALSE,Großschnabelweber
Ploceus bicolor,Dark-backed Weaver,forwea1,23639,FALSE,Waldweber
Ploceus preussi,Preuss's Weaver,prewea1,23188,FALSE,Preussweber
Ploceus dorsomaculatus,Yellow-capped Weaver,yecwea1,,FALSE,Gelbkappenweber
Ploceus olivaceiceps,Olive-headed Weaver,olhwea1,592429411,FALSE,Olivkopfweber
Ploceus nicolli,Usambara Weaver,usawea1,280389,FALSE,Usambaraweber
Ploceus isignis,Brown-capped Weaver,brcwea1,242758151,FALSE,
Ploceus angolensis,Bar-winged Weaver,bawwea1,277130,FALSE,Miomboweber
Ploceus sanctithomae,Sao Tome Weaver,satwea1,203963331,FALSE,São-Tomé-Weber
Ploceus flavipes,Yellow-legged Weaver,yelwea2,,FALSE,Gelbfußweber
Malimbus coronatus,Red-crowned Malimbe,recmal2,311091,FALSE,Kronenweber
Malimbus cassini,Cassin's Malimbe,bltmal1,1397,FALSE,Cassinweber
Malimbus racheliae,Rachel's Malimbe,racmal1,562203321,FALSE,Rachelweber
Malimbus ballmanni,Gola Malimbe,balmal2,646738283,FALSE,Ballmannweber
Malimbus scutatus,Red-vented Malimbe,revmal1,311097,FALSE,Rotsteißweber
Malimbus ibadanensis,Ibadan Malimbe,ibamal1,293027661,FALSE,Ibadanweber
Malimbus nitens,Blue-billed Malimbe,gramal1,203921101,FALSE,Rotkehlweber
Malimbus rubricollis,Red-headed Malimbe,rehmal1,107870,FALSE,Kletterweber
Malimbus erythrogaster,Red-bellied Malimbe,rebmal1,,FALSE,Rotbauchweber
Malimbus malimbicus,Crested Malimbe,cremal1,627807601,FALSE,Haubenweber
Anaplectes leuconotos,Northern Red-headed Weaver,,,FALSE,
Anaplectes rubriceps,Southern Red-headed Weaver,rehwea1,625772282,FALSE,Scharlachweber
Anaplectes jubaensis,Red Weaver,rehwea3,,FALSE,Rotweber
PRUNELLIDAE,Accentors,,,FALSE,
Prunella himalayana,Altai Accentor,himacc1,584980321,FALSE,Himalajabraunelle
Prunella collaris,Alpine Accentor,alpacc1,247806431,FALSE,Alpenbraunelle
Prunella immaculata,Maroon-backed Accentor,mabacc1,620525546,FALSE,Waldbraunelle
Prunella rubeculoides,Robin Accentor,robacc1,637263210,FALSE,Rostbrustbraunelle
Prunella strophiata,Rufous-breasted Accentor,rubacc1,628418351,FALSE,Strichelbraunelle
Prunella fulvescens,Brown Accentor,broacc1,483106661,FALSE,Fahlbraunelle
Prunella koslowi,Mongolian Accentor,monacc1,196375,FALSE,Steppenbraunelle
Prunella rubida,Japanese Accentor,japacc1,134561151,FALSE,Rötelbraunelle
Prunella montanella,Siberian Accentor,sibacc,203927471,FALSE,Bergbraunelle
Prunella modularis,Dunnock,dunnoc1,328664471,TRUE,Heckenbraunelle
Prunella atrogularis,Black-throated Accentor,bltacc1,598132611,FALSE,Schwarzkehlbraunelle
Prunella ocularis,Radde's Accentor,radacc2,396100241,FALSE,Felsenbraunelle
P. o. fagani,Yemen Accentor,,,FALSE,
PEUCEDRAMIDAE,Olive Warbler,oliwar,21120,FALSE,
Peucedramus taeniatus,Olive Warbler,oliwar,21120,FALSE,Trugwaldsänger
Urocynchramus pylzowi,Pinktail,przros1,30289001,TRUE,Rosenschwanz
PLOCEIDAE,Weavers,,,FALSE,
Bubalornis albirostris,White-billed Buffalo-weaver,wbbwea1,14419,FALSE,Alektoweber
Bubalornis niger,Red-billed Buffalo-weaver,rbbwea1,21726541,FALSE,Büffelweber
Dinemellia dinemelli,White-headed Buffalo-weaver,whbwea1,14423,FALSE,Starweber
Plocepasser mahali,White-browed Sparrow-weaver,wbswea1,14468,FALSE,Weißbrauenweber
Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,ccswea1,203974431,FALSE,Kastanienscheitelweber
Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,dsswea1,14458,FALSE,Dornbuschweber
Plocepasser rufoscapulatus,Chestnut-mantled Sparrow-weaver,cbswea1,611586425,FALSE,Rotrückenweber
Histurgops ruficauda,Rufous-tailed Weaver,rutwea1,138956,FALSE,Rotschwanzweber
Sporopipes squamifrons,Scaly-feathered Finch,scawea1,616625577,FALSE,Bartweber
Sporopipes frontalis,Speckle-fronted Finch,spfwea1,138830331,FALSE,Fleckstirnweber
Pseudonigrita arnaudi,Grey-capped Social-weaver,gyhsow1,14482,FALSE,Marmorweber
Pseudonigrita cabanisi,Black-capped Social-weaver,bcswea1,276697,FALSE,Schwarzkappenweber
Philetairus socius,Sociable Weaver,socwea1,610285398,FALSE,Siedelweber
Amblyospiza albifrons,Thick-billed Weaver,growea1,203938331,FALSE,Weißstirnweber
Quelea cardinalis,Cardinal Quelea,carque1,589193131,FALSE,Kardinalweber
Quelea erythrops,Red-headed Quelea,rehque1,73406031,FALSE,Rotkopfweber
Quelea quelea,Red-billed Quelea,rebque1,203936901,FALSE,Blutschnabelweber
Euplectes afer,Yellow-crowned Bishop,yecbis,81153821,FALSE,Tahaweber
Euplectes diadematus,Fire-fronted Bishop,fifbis1,26036,FALSE,Diademweber
Euplectes aureus,Golden-backed Bishop,gobbis1,634780970,FALSE,Goldrückenweber
Euplectes gierowii,Black Bishop,blabis1,580826991,FALSE,Bischofsweber
Euplectes hordeaceus,Black-winged Bishop,blwbis1,609055430,FALSE,Flammenweber
Euplectes franciscanus,Northern Red Bishop,orabis1,310708,FALSE,Feuerweber
Euplectes orix,Southern Red Bishop,redbis,278530,FALSE,Oryxweber
Euplectes nigroventris,Zanzibar Red Bishop,zanbis1,652297862,FALSE,Brandweber
Euplectes ardens,Red-collared Widowbird,recwid3,275464,FALSE,Kapuzen-/Schildweber
Euplectes laticauda,Red-cowled Widowbird,recwid2,609066539,FALSE,Kapuzenweber
Euplectes capensis,Yellow Bishop,yelbis1,1340,FALSE,Samtweber
Euplectes macroura,Yellow-mantled Widowbird,yeswid2,310719,FALSE,Gelbschulterweber
Euplectes axillaris,Fan-tailed Widowbird,fatwid1,1523,FALSE,Stummelweber
Euplectes albonotatus,White-winged Widowbird,whwwid1,275065,FALSE,Spiegelweber
Euplectes hartlaubi,Marsh Widowbird,marwid1,203915241,FALSE,Hartlaubweber
Euplectes jacksoni,Jackson's Widowbird,jacwid1,14428,FALSE,Leierschwanzweber
Euplectes psammocromius,Montane Widowbird,,,FALSE,Reichenowweber
Euplectes progne,Long-tailed Widowbird,lotwid1,611494839,FALSE,Hahnenschweifweber
Foudia madagascariensis,Red Fody,redfod1,74635,FALSE,Madagaskarweber
Foudia aldabrana,Aldabra Fody,rehfod3,,FALSE,Aldabraweber
Foudia consobrina,Gran Comoro Fody,,,FALSE,
Foudia eminentissima,Red-headed Fody,rehfod1,,FALSE,Komorenweber
Foudia omissa,Forest Fody,forfod1,503918151,FALSE,Rothschildweber
†Foudia delloni,Reunion Fody,reufod1,,FALSE,
Foudia rubra,Mauritius Fody,maufod1,74534,FALSE,Mauritiusweber
Foudia sechellarum,Seychelles Fody,seyfod1,566337681,FALSE,Seychellenweber
Foudia flavicans,Rodrigues Fody,rodfod1,74612,FALSE,Rodriguesweber
Brachycope anomala,Bob-tailed Weaver,botwea1,1029,FALSE,Kurzschwanzweber
Ploceus baglafecht,Baglafecht Weaver,bagwea1,1498,FALSE,Baglafechtweber
Ploceus bannermani,Bannerman's Weaver,banwea1,165202,FALSE,Hochlandweber
Ploceus batesi,Bates's Weaver,batwea1,,FALSE,Braunwangenweber
Spermestes cucullata,Bronze Mannikin,broman1,277028,FALSE,Kleinelsterchen
Spermestes bicolor,Black-and-white Mannikin,bawman1,586945401,FALSE,Glanzelsterchen
Spermestes fringilloides,Magpie Mannikin,magman1,277391,FALSE,Riesenelsterchen
Odontospiza griseicapilla,Grey-headed Silverbill,,,FALSE,Graukopfelsterchen
Lepidopygia nana,Madagascar Munia,madmun1,203959561,FALSE,Zwergelsterchen
Euodice cantans,African Silverbill,afrsil1,352323111,FALSE,Afrikasilberschnabel
Euodice malabarica,Indian Silverbill,indsil,165228341,FALSE,Indiensilberschnabel
Lonchura striata,White-rumped Munia,whrmun,550300901,FALSE,Spitzschwanz-Bronzemännchen
Lonchura leucogastroides,Javan Munia,javmun1,524398831,FALSE,Javabronzemännchen
Lonchura fuscans,Dusky Munia,dusmun1,203957101,FALSE,Borneobronzemännchen
Lonchura molucca,Black-faced Munia,blfmun1,33066,FALSE,Wellenbauch-Bronzemännchen
Lonchura punctulata,Scaly-breasted Munia,nutman,200459821,TRUE,Muskatfink
Lonchura kelaarti,Black-throated Munia,bltmun1,275469721,FALSE,Bergbronzemännchen
Lonchura leucogastra,White-bellied Munia,whbmun1,620701452,FALSE,Weißbauch-Bronzemännchen
Lonchura tristissima,Streak-headed Mannikin,,,FALSE,Trauer-/Perlbronzemännchen
Lonchura leucosticta,Whire-spotted Mannikin,,,FALSE,
Lonchura quinticolor,Five-coloured Mannikin,ficmun1,639986155,FALSE,Fünffarbennonne
Lonchura malacca,Tricoloured Munia,trimun,81902271,FALSE,Dreifarbnonne
Lonchura atricapilla,Chestnut Munia,chemun,352328691,FALSE,Schwarzkappennonne
Lonchura ferruginosa,White-capped Munia,whcmun1,,FALSE,Weißkappennonne
Lonchura maja,White-headed Munia,whhmun1,51803711,FALSE,Weißkopfnonne
Lonchura pallida,Pale-headed Munia,pahmun1,56519091,FALSE,Blasskopfnonne
Lonchura grandis,Grand Mannikin,gramun1,430927001,FALSE,Dickschnabelnonne
Lonchura vana,Grey-banded Mannikin,gybmun1,472002021,FALSE,Arfaknonne
Lonchura caniceps,Grey-headed Mannikin,gyhmun1,640006894,TRUE,Graukopfnonne
Lonchura nevermanni,Grey-crowned Mannikin,gycmun1,,FALSE,Weißscheitelnonne
Lonchura spectabilis,Hooded Mannikin,hoomun1,650866012,FALSE,Prachtnonne
Lonchura forbesi,New Ireland Mannikin,neimun1,,FALSE,Forbesnonne
Lonchura hunsteini,Hunstein's Mannikin,motmun1,5510,FALSE,Hunsteinnonne
Lonchura flaviprymna,Yellow-rumped Mannikin,yermun1,630576125,FALSE,Gelbbrustnonne
Lonchura castaneothorax,Chestnut-breasted Mannikin,chbmun1,394311301,FALSE,Braunbrustnonne
Lonchura stygia,Black Mannikin,blamun1,,FALSE,Hadesnonne
Lonchura teerinki,Black-breasted Mannikin,blbmun1,,FALSE,Schwarzbrustnonne
Lonchura monticola,Alpine Mannikin,alpmun1,118941641,FALSE,Bergnonne
Lonchura montana,Snow Mountain Mannikin,snmmun1,,FALSE,Höhennonne
Lonchura melaena,Buff-bellied Mannikin,bismun1,651259943,FALSE,Dickkopfnonne
Lonchura fuscata,Timor Sparrow,timspa4,,FALSE,Timorreisamadine
Lonchura oryzivora,Java Sparrow,javspa,190288771,FALSE,Reisamadine
Heteromunia pectoralis,Pictorella Mannikin,picmun1,477573181,FALSE,Weißbrustnonne
Stagonopleura bella,Beautiful Firetail,beafir1,629214683,FALSE,Feuerschwanzamadine
Stagonopleura oculata,Red-eared Firetail,reefir1,613201727,FALSE,Rotohramadine
Stagonopleura guttata,Diamond Firetail,diafir1,639852712,FALSE,Diamantamadine
Oreostruthus fuliginosus,Mountain Firetail,moufir1,139570,FALSE,Bergamadine
Emblema pictum,Painted Finch,paifir1,203888381,FALSE,Maleramadine
Neochmia temporalis,Red-browed Finch,rebfir1,164314,FALSE,Dornamadine
Neochmia phaeton,Black-bellied Crimson Finch,crifin1,203978111,FALSE,Sonnenamadine
Neochmia evangelinae,White-bellied Crimson Finch,,,FALSE,
Neochmia ruficauda,Star Finch,stafin1,641039458,FALSE,Binsenamadine
Neochmia modesta,Plum-headed Finch,plhfin1,633151986,FALSE,Zeresamadine
Poephila personata,Masked Finch,masfin1,640046075,FALSE,Maskenamadine
Poephila acuticauda,Long-tailed Finch,lotfin1,62824011,FALSE,Spitzschwanzamadine
Poephila cincta,Black-throated Finch,bltfin1,203886871,FALSE,Gürtelamadine
Taeniopygia guttata,Timor Zebra Finch,zebfin2,464320071,FALSE,Zebraamadine
Taeniopygia castanotis,Australian Zebra Finch,chefin1,464320071,TRUE,Australzebraamadine
Taeniopygia bichenovii,Double-barred Finch,dobfin1,389666891,FALSE,Ringelamadine
Erythrura hyperythra,Tawny-breasted Parrotfinch,tabpar1,69810671,FALSE,Bambuspapageiamadine
Erythrura prasina,Pin-tailed Parrotfinch,pitpar1,509850961,FALSE,Lauchpapageiamadine
Erythrura viridifacies,Greed-faced Parrotfinch,grfpar1,204007041,FALSE,Manilapapageiamadine
Erythrura tricolor,Tricoloued Parrotfinch,tripar1,637195124,FALSE,Forbespapageiamadine
Erythrura coloria,Red-eared Parrotfinch,reepar2,651787084,FALSE,Buntkopf-Papageiamadine
Erythrura trichroa,Blue-faced Parrotfinch,blfpar3,609065531,FALSE,Dreifarben-Papageiamadine
Erythrura papuana,Papuan Parrotfinch,pappar1,,FALSE,Papuapapageiamadine
Erythrura psittacea,Red-throated Parrotfinch,retpar3,173400741,FALSE,Rotkopf-Papageiamadine
Erythrura cyaneovirens,Red-headed Parrotfinch,roypar1,139944,FALSE,Königspapageiamadine
Erythrura pealii,Fiji Parrotfinch,fijpar1,633943464,FALSE,Fidschipapageiamadine
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1,,FALSE,Schwarzmasken-Papageiamadine
Erythrura gouldiae,Gould’s Finch,goufin3,614381559,TRUE,Gouldpapageiamadine
ESTRILDIDAE,Waxbills,,,FALSE,
Lagonosticta rara,Black-bellied Firefinch,blbfir1,403768141,FALSE,Schwarzbauchamarant
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1,203943551,FALSE,Pünktchenamarant
Lagonosticta nitidula,Brown Firefinch,brnfir1,621629452,FALSE,Braunbürzelamarant
Lagonosticta senegala,Red-billed Firefinch,rebfir2,31373721,FALSE,Senegalamarant
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1,465297971,FALSE,Felsenamarant
Lagonosticta umbrinodorsalis,Chad Firefinch,reifir1,,FALSE,Tschadamarant
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1,438874641,FALSE,Rosenamarant
Lagonosticta virata,Mali Firefinch,malfir1,650429853,FALSE,Maliamarant
Lagonosticta rubricata,African Firefinch,afffin,203936881,FALSE,Dunkelamarant
Lagonosticta vinacea,Vinaceous Firefinch,,,FALSE,Schwarzkehlamarant
Lagonosticta nigricollis,Grey Firefinch,,,FALSE,
Lagonosticta larvata,Ethiopian Firefinch,bkffir1,315134621,FALSE,Larvenamarant
Clytospiza monteiri,Brown Twinspot,brotwi1,648622777,FALSE,Monteiroastrild
Pytilia lineata,Red-billed Pytilia,rebpyt1,,FALSE,Auroraastrild
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1,,FALSE,Auroraastrild
Pytilia afra,Orange-winged Pytilia,orwpyt1,617831645,FALSE,Wienerastrild
Pytilia hypogrammica,Yellow-winged Pytilia,refpyt1,,FALSE,Rotmaskenastrild
Pytilia melba,Green-winged Pytilia,grwpyt1,609066757,FALSE,Buntastrild
Hypargos margaritatus,Pink-throated Twinspot,pittwi1,203938411,FALSE,Perlastrild
Hypargos niveoguttatus,Red-throated Twinspot,pettwi1,194113931,FALSE,Tropfenastrild
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1,140976,FALSE,Dybowskiastrild
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1,112521431,FALSE,Schieferastrild
Granatina granatina,Violet-eared Waxbill,viewax1,340823911,FALSE,Granatastrild
Granatina ianthinogaster,Purple Grenadier,purgre2,280255,FALSE,Veilchenastrild
Uraeginthus angolensis,Blue-breasted Cordon-bleu,bubcor1,629340877,FALSE,Blauastrild
Uraeginthus bengalus,Red-cheeked Cordon-bleu,reccor,643443944,FALSE,Schmetterlingsastrild
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,blccor1,280122,FALSE,Blaukopfastrild
Spermophaga poliogenys,Grant's Bluebill,grablu1,527792961,FALSE,Grantsamenknacker
Spermophaga haematina,Western Bluebill,wesblu1,204022421,FALSE,Rotbrust-Samenknacker
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1,203915471,FALSE,Rotkopf-Samenknacker
Pyrenestes ostrinus,Black-breasted Seedcracker,blbsee1,310597,FALSE,Purpurastrild
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,310594,FALSE,Karmesinastrild
Pyrenestes minor,Lesser Seedcracker,lessee1,652691258,FALSE,Kleinastrild
Estrilda caerulescens,Lavender Waxbill,lavwax,451835171,FALSE,Lavendelastrild
Estrilda perreini,Black-tailed Waxbill,bltwax1,280008,FALSE,Schwarzschwanzastrild
Estrilda thomensis,Cinderella Waxbill,cinwax1,621504774,FALSE,Cinderellaastrild
Estrilda poliopareia,Anambra Waxbill,anawax1,,FALSE,Anambraastrild
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,611833673,FALSE,Sumpfastrild
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,204013601,FALSE,Orangewangenastrild
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,276185,FALSE,Zügelastrild
